,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
0,GO_Biological_Process_2025,DNA Metabolic Process (GO:0006259),141/302,1.749098681019158e-36,7.648808532096779e-33,0,0,4.767351989223389,392.5149810107881,SMARCB1;MRE11;NUDT1;PARK7;TTF2;TRIM28;ZNF83;RUVBL2;CHEK1;RUVBL1;PCLAF;SMARCAD1;KPNA2;NUDT15;GEN1;WDHD1;USP3;RECQL;CHD1L;INIP;NEIL3;MSH2;MSH3;TIMELESS;UBE2V2;DNA2;ASF1A;INO80C;BLM;SET;RNASEH2A;PRKDC;PDS5B;RAD51AP1;ORC4;BRIP1;ORC6;NTHL1;RAD21;ORC3;HLTF;BARD1;ZRANB3;ACD;XRCC6;UBE2B;XRCC5;FANCL;XRCC2;XRCC3;FANCA;FANCC;CDC6;UBE2A;FANCG;FAM111B;ISG20;FAM111A;POLA1;POLA2;TDP1;UBE2T;CDK2;CDK1;NABP2;UBE2N;RAD18;TOP2A;MUS81;BTG2;FEN1;MCM7;MCM8;OGG1;HMGB2;HMGB3;MCM10;BRCA1;HMGB1;PTMS;SUMO1;EXO1;POLK;TOPBP1;POLE;POLH;RFC5;RMI2;RFC3;RFC4;PARP1;PARP2;RMI1;RFC2;ACTL6A;TERF1;SMC1A;UCHL5;DDB2;RAD51C;NSMCE4A;MCM3;MCM4;RBMS1;DNASE2;MCM5;MCM6;TOP1;DCTPP1;PRIM2;PRIM1;PNKP;TYMS;RECQL4;POLD3;TBRG1;CDC45;POLD1;POLD2;RBBP8;RAD54L;NT5M;MUTYH;TCF7L2;DUT;RRM1;MCRS1;PTGES3;CNBP;DONSON;GTF2H1;NOC3L;GTF2H3;GTF2H4;HNRNPAB;TICRR;RAD51;ERCC3;ERCC1;POLE2;RAN
1,GO_Biological_Process_2025,"mRNA Splicing, via Spliceosome (GO:0000398)",109/211,2.131466797421001e-33,4.6604521525610186e-30,0,0,5.777299589308044,434.6175688017491,GEMIN2;EIF4A3;HNRNPU;HNRNPR;WDR83;PNN;SNIP1;SNRPD3;SCAF11;CDC40;SRRM1;WDR77;DHX40;PRPF4;ILF3;DDX39A;DDX39B;HNRNPUL1;HNRNPUL2;CLNS1A;SNRPG;PPIE;SNRNP27;SRSF3;PPIH;SNRPE;SRSF4;GEMIN7;SRSF5;GEMIN8;SNRNP200;SNRPC;SRSF7;SNRPA;SF1;SNRPB;SRSF9;ZCCHC8;DDX5;DHX8;RBM8A;DHX9;CWF19L2;C9ORF78;HTATSF1;PRPF8;HSPA8;PRPF38A;MAGOHB;LSM5;LSM4;LSM3;LSM2;SMU1;HNRNPM;LSM8;HNRNPK;SNW1;LSM6;HNRNPF;RNPS1;DDX46;PRPF19;USP39;COIL;SART3;RSRC1;BCAS2;CTNNBL1;PRMT5;PRMT7;PRPF40A;PLRG1;SFPQ;FRG1;SNRPA1;HNRNPH3;SLU7;RBM22;SF3B4;SF3B2;SF3B3;SF3B6;SRSF1;WBP4;LIN9;PUF60;U2AF2;TRA2B;RALY;HNRNPA1;SF3B1;SRSF10;SF3A3;SF3A1;HNRNPA3;PPIL1;SF3A2;CDC5L;XAB2;SNRNP40;PHF5A;MFAP1;HNRNPA2B1;RBM42;PRPF31;BUD13;PPIL3;RBMX
2,GO_Biological_Process_2025,DNA Repair (GO:0006281),136/302,3.7067904938968674e-33,5.4032649432703344e-30,0,0,4.451173734782369,332.3920292096301,MRE11;NUDT1;NUCKS1;PARK7;TTF2;KAT5;TRIM28;EME1;ZNF83;CHEK2;HMCES;CHEK1;WDHD1;ZGRF1;USP3;RECQL;WRNIP1;CHD1L;INIP;TRAIP;NEIL3;MSH2;FANCD2;MSH3;TIMELESS;UBE2V2;DNA2;UBE2V1;TP53;ASF1A;RHNO1;BLM;RNASEH2B;RNASEH2A;PRKDC;CDCA5;BRCC3;PDS5B;RAD51AP1;BRIP1;NTHL1;RAD21;HLTF;BARD1;ZRANB3;FANCI;XRCC6;XRCC4;UBE2B;XRCC5;FANCL;XRCC2;PLK1;XRCC3;FANCA;HMGA1;XRCC1;HMGA2;FANCC;FANCB;UBE2A;FANCE;FANCG;FAM111A;POLA1;PPP5C;TDP2;TDP1;UBE2T;CDK1;NABP2;UBE2N;RAD18;MUS81;BTG2;FEN1;OGG1;BRCA1;HMGB1;BRCA2;BABAM1;SUMO1;EXO1;POLK;TOPBP1;POLE;POLH;PRMT6;RFC5;RMI2;RFC3;RFC4;PARP1;DTX3L;PARP2;RFC2;RAD23A;PARP9;SMC1A;DDB2;WDR33;RNF168;RAD51C;NSMCE4A;PCNA;PNKP;RNF8;UNG;PRIMPOL;RECQL4;POLD3;POLD1;NSD2;RBBP8;PMS2;RAD54L;ASCC2;PMS1;MUTYH;CDKN2D;MGME1;RRM1;CENPX;GTF2H1;GTF2H3;MLH1;GTF2H4;REC8;TICRR;MAD2L2;RAD51;ERCC3;RFWD3;ERCC1;POLE2;TRIP13
3,GO_Biological_Process_2025,mRNA Processing (GO:0006397),110/226,1.0426945058484011e-30,1.1399257685187643e-27,0,0,5.124006164016437,353.73958064333243,TCERG1;GEMIN2;EIF4A3;HNRNPU;HNRNPR;WDR83;PNN;SNIP1;SNRPD3;SCAF11;CDC40;SRRM1;DHX40;PRPF4;DDX39A;DDX39B;SNRPG;PPIE;SNRNP27;PPIH;SNRPE;SRSF4;GEMIN7;SRSF5;SNRNP200;SNRPC;CBLL1;SRSF7;SNRPA;SF1;SNRPB;SRSF9;ZCCHC8;DDX5;DHX8;RBM8A;CSTF2;CWF19L2;C9ORF78;HTATSF1;PRPF8;ZC3H13;HSPA8;PRPF38A;CPSF3;MAGOHB;LSM5;LSM4;LSM3;LSM2;SMU1;HNRNPM;LSM8;HNRNPK;SNW1;LSM6;SON;HNRNPF;PAF1;RNPS1;DDX46;PRPF19;USP39;CDC73;SART3;RSRC1;BCAS2;CTNNBL1;NSUN2;PRPF40A;PLRG1;SFPQ;FRG1;SNRPA1;HNRNPH3;SLU7;RBM22;SF3B4;SF3B2;SF3B3;SF3B6;SRSF1;WBP4;U2AF2;TRA2B;LEO1;RALY;HNRNPA1;SF3B1;SRSF10;HNRNPA0;SF3A3;SF3A1;HNRNPA3;PPIL1;SF3A2;WTAP;CDC5L;NUDT21;XAB2;SNRNP40;PHF5A;MFAP1;HNRNPA2B1;RBM42;PRPF31;BUD13;PPIL3;RBMX;TRMT61B
4,GO_Biological_Process_2025,"RNA Splicing, via Transesterification Reactions With Bulged Adenosine as Nucleophile (GO:0000377)",91/171,2.255727825641495e-29,1.9728595563060516e-26,0,0,6.122071129707113,403.82096430446006,DDX46;EIF4A3;HNRNPU;HNRNPR;WDR83;PRPF19;USP39;PNN;SART3;RSRC1;SNIP1;SNRPD3;BCAS2;CTNNBL1;PRPF40A;PLRG1;CDC40;SRRM1;DHX40;PRPF4;DDX39A;DDX39B;FRG1;SNRPG;PPIE;SNRNP27;PPIH;SNRPE;SRSF4;SNRPA1;GEMIN7;SRSF5;HNRNPH3;SNRNP200;SNRPC;SLU7;SNRPA;SF1;SNRPB;RBM22;ZCCHC8;SF3B4;DDX5;SF3B2;SF3B3;DHX8;RBM8A;SF3B6;SRSF1;WBP4;CWF19L2;C9ORF78;HTATSF1;PRPF8;U2AF2;TRA2B;RALY;HNRNPA1;SF3B1;SRSF10;SF3A3;HSPA8;HNRNPA3;PPIL1;SF3A1;PRPF38A;SF3A2;CDC5L;LSM5;MAGOHB;LSM4;LSM3;LSM2;SMU1;HNRNPM;LSM8;XAB2;SNRNP40;HNRNPK;LSM6;SNW1;PHF5A;MFAP1;HNRNPF;HNRNPA2B1;RBM42;RNPS1;BUD13;PRPF31;PPIL3;RBMX
5,GO_Biological_Process_2025,Mitotic Sister Chromatid Segregation (GO:0000070),73/120,8.096189064421504e-29,5.900772463119208e-26,0,0,8.327591489361701,538.6583822737008,NCAPG2;BCCIP;KIF14;KIF11;SMC3;SMC4;KIF15;PPP1CC;CDC23;CHEK2;CHMP1B;CHMP1A;NUP62;NUSAP1;ZNF207;KNTC1;SPDL1;CEP55;DLGAP5;OFD1;NUDC;SPICE1;KIF23;TEX14;KNL1;KIF22;SMC1A;TUBG1;KNSTRN;RHOA;EML4;PSRC1;ESPL1;KIF2A;INCENP;KIFC1;BIRC5;KIF2C;KPNB1;CHMP5;DCTN2;UHRF1;CDCA5;MIS12;VPS4A;CDCA8;NCAPG;ABRAXAS2;SKA3;NCAPH;SKA1;AURKB;SKA2;CCNB1;CEP192;SPAG5;NCAPH2;PLK1;NDC80;ZWINT;MZT1;RAB11A;TPX2;CENPE;KIF18A;KIF18B;PRC1;CHMP2B;CENPK;NCAPD2;CCDC66;NCAPD3;RAN
6,GO_Biological_Process_2025,DNA Damage Response (GO:0006974),160/421,2.166293769003637e-28,1.353314664550415e-25,0,0,3.3377474089376205,212.61238993575415,MDC1;MRE11;NUDT1;SMC6;PARK7;TTF2;RASSF1;KAT5;TRIM28;ZNF83;HMCES;CHEK2;CHEK1;PCLAF;FBXO5;WDHD1;DDX11;USP3;RECQL;VRK1;CDPF1;PPP4R3A;CHD1L;VRK2;ATAD3A;WDR76;INIP;NRBP1;PIAS1;RBX1;TRAIP;MSH2;MSH3;DDIT3;TIMELESS;TP53;HDGFL2;ASF1A;BLM;PRKDC;STXBP4;HTRA2;BRCC3;PDS5B;RAD51AP1;BRIP1;OARD1;STK38;HLTF;BARD1;ZRANB3;CBX5;NEK4;UBE2B;FANCL;XRCC5;CBX3;XRCC2;XRCC3;CBX1;FANCA;NFATC2;FANCC;UBE2A;FANCG;FAM111A;POLA1;TDP1;UBE2T;BCL3;CDK2;CDK1;NABP2;UBA1;RAD18;TOP2A;MUS81;BTG2;FEN1;MCM7;MCM8;OGG1;SUV39H1;CGAS;ASH2L;MCM10;BRCA1;BABAM1;PIDD1;UFL1;ING3;PAXX;SUMO1;EXO1;MLST8;DGCR8;CASP2;IKBKG;POLK;TOPBP1;POLH;RFC5;VAV3;RMI2;SHPRH;RFC3;RFC4;DTX3L;PARP1;RFC2;NCOA6;PARP2;CIP2A;BAZ1B;REXO2;SMC1A;ZDHHC16;MASTL;GNL1;TOPORS;DDB2;RNF168;NSMCE4A;RAD51C;CRY1;DTL;PPP1R15A;HDAC3;SPINDOC;UHRF1;PNKP;RNF8;RECQL4;BCLAF1;POLD1;E2F1;RBBP8;RAD54L;APBB1;LDLR;BRD4;MAPK3;MUTYH;RRM1;SLF2;USP21;GTF2H1;GTF2H3;GTF2H4;BATF;PPP1CA;TICRR;MAD2L2;RAD51;ERCC3;RFWD3;ERCC1;POLE2;SHLD1;BAX
7,GO_Biological_Process_2025,Double-Strand Break Repair (GO:0006302),81/176,5.283128491051185e-21,2.8878901114208537e-18,0,0,4.570072438073046,213.3756242230145,MUS81;FEN1;MRE11;MCM8;ZMYND8;HMGB2;NUCKS1;SMC6;BRCA1;HMGB1;BRCA2;PRPF19;BABAM1;EME1;KAT5;PAXX;SFR1;ZNF83;CHEK2;POGZ;REV3L;SMARCAD1;POLK;TOPBP1;CYREN;GEN1;RMI2;DTX3L;PARP1;ZGRF1;PARP2;RMI1;RECQL;PARP9;INIP;RNF168;MORF4L1;MMS22L;SFPQ;NSMCE4A;RAD51C;UBE2V2;DNA2;BLM;PSMD14;PRKDC;UHRF1;CDCA5;PNKP;RNF8;BRCC3;HTATSF1;RAD54B;RAD51AP1;RECQL4;BRIP1;PPP4C;RAD21;NSD2;RBBP8;XRCC6;SLF2;XRCC4;XRCC5;XRCC2;PLK1;XRCC3;XRCC1;REC8;MAD2L2;POLA1;PPP5C;RAD51;TDP2;TDP1;ERCC1;RFWD3;NABP2;UBE2N;AUNIP;TRIP13
8,GO_Biological_Process_2025,Mitotic Spindle Organization (GO:0007052),53/90,2.2237685651638822e-20,1.0805044372735176e-17,0,0,7.635844111201822,345.54102458037084,GPSM2;INTS13;BCCIP;ILK;KIF11;SMC3;KIF15;CHEK2;NUF2;STMN1;ZNF207;RCC1;DLGAP5;OFD1;SUN2;NUDC;MAP1S;SPICE1;KIF23;SMC1A;TUBG1;CKAP5;RHOA;KIF2A;INCENP;KIFC1;BIRC5;KPNB1;DCTN6;DCTN2;UHRF1;CDCA8;ABRAXAS2;TTK;WDR62;AURKB;AURKA;CCNB1;CEP192;PCNT;STIL;PLK1;MZT1;NDC80;RAB11A;CENPE;TPX2;CENPH;PRC1;KIF4A;CCDC66;RAN;SPC25
9,GO_Biological_Process_2025,DNA Replication (GO:0006260),46/73,1.4534930306720922e-19,6.356125023129059e-17,0,0,9.067141379958638,393.2885913202628,FEN1;BLM;RNASEH2A;SET;MCM7;MCM8;PNKP;PTMS;POLD3;RECQL4;TBRG1;CHRAC1;ORC3;POLD1;CHEK1;POLD2;PCLAF;MCMBP;NT5M;POLE;SLC19A1;RFC5;WDHD1;RFC3;DUT;RFC4;RFC2;WDR18;RECQL;DONSON;WRNIP1;TICRR;FAM111B;FAM111A;POLA1;POLA2;POLE2;CDK2;CDK1;MCM4;RBMS1;CDK2AP1;MCM5;DNA2;MCM6;TOP1
10,GO_Biological_Process_2025,RNA Processing (GO:0006396),106/291,1.1504126558870987e-17,4.573413221994802e-15,0,0,3.079266459214713,120.10317278772136,TCERG1;POP7;GEMIN2;SPPL2A;HNRNPU;HNRNPR;SNRPD3;SCAF11;PIH1D1;ZCRB1;SRRM1;PRPF4;DDX39B;HNRNPUL1;DKC1;XRN2;SNRPG;SRSF4;PPIG;SRSF5;ZNF830;CBLL1;SRSF7;SNRPB;SRSF9;ZCCHC8;DHX8;RBM8A;CSTF3;ISG20L2;PRPF8;RRP7A;EMG1;HNRNPDL;ZMAT5;ZC3H13;LYAR;RBPMS;FUS;LSM1;USB1;MAGOHB;LSM5;LSM4;LSM3;HNRNPL;SMU1;ISG20;HNRNPK;LSM6;SON;LAS1L;HNRNPF;HNRNPD;RNPS1;PIN4;INTS9;INTS11;INTS13;INTS10;USP39;DUSP11;RBM3;RSRC1;BCAS2;PELP1;NSUN2;SFPQ;RBMS1;SNRPA1;HNRNPH3;SLU7;SF3B4;TSEN34;SF3B2;SF3B3;SRSF1;WBP4;NOL8;NOC4L;MRM3;EXOSC7;EXOSC10;PABPN1;U2AF2;EXOSC9;EXOSC8;METTL5;EXOSC3;EXOSC2;SF3B1;DCAF13;HNRNPA0;SF3A3;NOP56;SF3A1;SF3A2;SSB;WTAP;WDR18;NUDT21;SNRNP40;HNRNPA2B1;SNRNP48;TARDBP;TRMT61B
11,GO_Biological_Process_2025,DNA-templated DNA Replication (GO:0006261),37/55,2.0721692561744e-17,6.9704585825005e-15,0,0,10.914408239305423,419.2808188042448,PRIM2;MCM7;PNKP;PRIM1;MCM10;PRIMPOL;POLD3;ORC4;CDC45;CHRAC1;ORC6;ORC3;POLD1;POLD2;MCMBP;TOPBP1;POLE;SLC19A1;RFC5;WDHD1;MGME1;RFC3;RRM1;RFC4;RFC2;WDR18;WRNIP1;CDC6;NOC3L;POLA1;POLA2;POLE2;MCM3;MCM4;CDK2AP1;MCM5;DNA2
12,GO_Biological_Process_2025,Metaphase Chromosome Alignment (GO:0051310),37/55,2.0721692561744e-17,6.9704585825005e-15,0,0,10.914408239305423,419.2808188042448,DCTN2;CDCA5;GMNN;VPS4A;KIF14;CDCA8;SKA3;SKA1;SKA2;CCNB1;CDC23;CHMP1B;CHMP1A;NUP62;TRAPPC12;SPDL1;FAM83D;CEP55;NUDC;MAP1S;SPICE1;KIF22;NDC80;RAB11A;EML4;CENPE;CENPF;KIF18A;PSRC1;INCENP;KIFC1;CHMP2B;KIF2C;CCDC66;CENPQ;KPNB1;CHMP5
13,GO_Biological_Process_2025,Mitotic Metaphase Chromosome Alignment (GO:0007080),37/56,5.167489623043396e-17,1.6141022943977692e-14,0,0,10.339349639521137,387.7417364882109,DCTN2;CDCA5;MIS12;VPS4A;KIF14;CDCA8;TTK;SKA3;AURKB;SKA1;CENPC;SKA2;CCNB1;CDC23;CHMP1B;CHMP1A;NUF2;NUP62;CHAMP1;SPDL1;CEP55;CDT1;NUDC;KIF22;NDC80;RAB11A;EML4;CENPE;KIF18A;PSRC1;KIFC1;CHMP2B;KIF2C;CCDC66;MAPRE1;KPNB1;CHMP5
14,GO_Biological_Process_2025,Positive Regulation of Cell Cycle Process (GO:0090068),58/119,7.063367746897561e-17,2.0592071438122025e-14,0,0,5.069322334760363,188.52315314025836,GPSM2;FEN1;NUMA1;CEP120;NCAPG2;KIF14;SMC6;SMC4;NUP62;NUSAP1;ZNF367;GEN1;DDX11;CEP295;KIF23;KNL1;RHOA;SIRT2;CDC25B;DYNC1LI1;DBF4;INCENP;IL1B;BIRC5;PHIP;PKP4;KIF20B;RHNO1;CDCA8;NCAPG;NCAPH;AURKB;AURKA;RACGAP1;RAD21;TPR;MAP3K20;ECT2;E2F7;E2F8;PLK4;RANBP1;SVIL;STIL;CENPV;RRM1;SPAG5;NCAPH2;XRCC3;CDC7;CDC6;NDC80;NSFL1C;SASS6;NCAPD2;NCAPD3;RAD18;MAD2L1
15,GO_Biological_Process_2025,Sister Chromatid Segregation (GO:0000819),28/36,3.694214604986603e-16,1.0096750292254009e-13,0,0,18.542271293375396,658.8920732041129,RB1;TOP2A;MIS12;NCAPG2;SKA3;SMC4;SKA1;SKA2;PPP1CC;CHAMP1;NUSAP1;ZNF207;KNTC1;SPAG5;PLK1;KNL1;SMC1A;TUBG1;KNSTRN;NDC80;ZWINT;LATS1;KIF18A;KIF18B;ESPL1;KIFC1;CENPK;RAN
16,GO_Biological_Process_2025,Spindle Assembly (GO:0051225),42/73,6.21833048905169e-16,1.5995740722719436e-13,0,0,7.199619771863118,252.086478941814,HDAC3;NUMA1;UHRF1;BCCIP;CDCA8;ABRAXAS2;KIF11;SMC3;AURKB;KIF15;HAUS8;PPP2R1A;CHEK2;ZNF207;RCC1;NEK2;CEP192;SAC3D1;OFD1;STARD9;NEK7;HAUS4;SPICE1;HAUS3;HAUS6;HAUS5;SMC1A;HAUS2;RHOA;MZT1;RAB11A;HAUS1;TPX2;KIF2A;INCENP;KIFC1;BIRC5;TUBGCP3;CCDC66;MAPRE1;MAPRE2;KPNB1
17,GO_Biological_Process_2025,Microtubule Cytoskeleton Organization Involved in Mitosis (GO:1902850),37/59,6.607937667189289e-16,1.6053617454788208e-13,0,0,8.927842167323345,312.055669750528,DCTN6;GPSM2;INTS13;DCTN2;BCCIP;ILK;TTK;KIF11;WDR62;AURKB;CCNB1;NUF2;STMN1;NUSAP1;RCC1;PCNT;DLGAP5;SUN2;NUDC;STIL;MAP1S;PLK1;TUBG1;CKAP5;NDC80;CENPE;ESPL1;KIF2A;CENPH;KIF4A;CDK1;TACC3;BIRC5;CCDC66;KPNB1;RAN;SPC25
18,GO_Biological_Process_2025,Double-Strand Break Repair via Homologous Recombination (GO:0000724),53/114,1.836913102784606e-14,4.227800525514254e-12,0,0,4.624947223018583,146.2783154672267,MUS81;FEN1;MRE11;MCM7;MCM8;ZMYND8;NUCKS1;SMC6;BRCA1;BRCA2;KAT5;SFR1;POGZ;REV3L;TOPBP1;GEN1;RMI2;RMI1;RECQL;INIP;MORF4L1;MMS22L;SFPQ;NSMCE4A;RAD51C;MCM3;MCM4;MCM5;MCM6;BLM;PSMD14;UHRF1;HTATSF1;RAD54B;RAD51AP1;RECQL4;PPP4C;CDC45;RAD21;RBBP8;RAD54L;GINS2;SLF2;XRCC2;XRCC3;GINS4;CDC7;FANCB;RAD51;RFWD3;NABP2;UBE2N;AUNIP
19,GO_Biological_Process_2025,Negative Regulation of Mitotic Metaphase/Anaphase Transition (GO:0045841),23/29,8.050633053513876e-14,1.7602709171508086e-11,0,0,20.278635170603675,611.4097846207442,ZWILCH;PLK1;BUB1B;TTK;TEX14;HASPIN;NDC80;ZWINT;CDC20;MAD2L2;CENPF;NUF2;TPR;ZNF207;BIRC5;KNTC1;BUB3;FBXO5;TRIP13;BUB1;SPC24;MAD2L1;SPC25
20,GO_Biological_Process_2025,Regulation of Cell Cycle (GO:0051726),104/318,9.025948359860989e-14,1.8522865445612695e-11,0,0,2.6055132333307154,78.25942403661472,RB1;RIPOR2;CCNF;GMNN;JADE1;HNRNPU;YEATS4;ETS1;IPO7;CDC20;RASSF1;CDC23;KAT5;RUVBL2;CDC27;CHEK1;RUVBL1;CDK5RAP1;PCLAF;RCC1;EPC2;FBXO5;CDK5RAP3;CDPF1;OVOL2;MORF4L1;BIN1;MORF4L2;ANAPC5;KIF20B;PRR11;TP53;ANAPC2;INO80C;KHDRBS1;ANAPC15;RNASEH2A;MEAF6;CTBP1;HTRA2;IQGAP1;ANAPC10;ANAPC11;SDCBP;FIGNL1;DMAP1;BARD1;CDT1;ZBTB17;DR1;JUND;TGFB1;PLK1;NEK7;HMGA2;CDK6;COPS5;PTPRC;SON;CDK4;RHEB;CDC16;CDK2;TADA3;CDK10;YWHAE;INTS13;CDKN1B;SUV39H1;BRCA1;FOXM1;CKS1B;ING4;ING3;VPS72;WDR5;HRAS;DLGAP5;PHACTR4;ACTL6A;RAD23A;MASTL;SIRT2;UCHL5;RNF167;IRF1;CKS2;DTL;PPP1R15A;TP53I13;LIN9;TBRG1;FZR1;PLAGL1;BRD8;BRD7;RBM38;MCRS1;PPP2R3B;CDK11B;YY1AP1;TAF6;TARDBP;CDKN3
21,GO_Biological_Process_2025,Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094),22/27,1.0165761964205458e-13,1.8522865445612695e-11,0,0,23.270403022670024,696.1845077438966,ZWILCH;PLK1;BUB1B;TTK;TEX14;HASPIN;NDC80;ZWINT;CDC20;MAD2L2;CENPF;NUF2;TPR;ZNF207;BIRC5;KNTC1;BUB3;TRIP13;BUB1;SPC24;MAD2L1;SPC25
22,GO_Biological_Process_2025,Mitotic Spindle Checkpoint Signaling (GO:0071174),22/27,1.0165761964205458e-13,1.8522865445612695e-11,0,0,23.270403022670024,696.1845077438966,ZWILCH;PLK1;BUB1B;TTK;TEX14;HASPIN;NDC80;ZWINT;CDC20;MAD2L2;CENPF;NUF2;TPR;ZNF207;BIRC5;KNTC1;BUB3;TRIP13;BUB1;SPC24;MAD2L1;SPC25
23,GO_Biological_Process_2025,Spindle Assembly Checkpoint Signaling (GO:0071173),22/27,1.0165761964205458e-13,1.8522865445612695e-11,0,0,23.270403022670024,696.1845077438966,ZWILCH;PLK1;BUB1B;TTK;TEX14;HASPIN;NDC80;ZWINT;CDC20;MAD2L2;CENPF;NUF2;TPR;ZNF207;BIRC5;KNTC1;BUB3;TRIP13;BUB1;SPC24;MAD2L1;SPC25
24,GO_Biological_Process_2025,RNA Splicing (GO:0008380),45/92,1.7400194418374632e-13,3.0436420076620895e-11,0,0,5.087859586614572,149.4798387800722,SF3B4;TCERG1;SF3B2;SF3B3;DHX8;RBM8A;GEMIN2;WBP4;WDR83;USP39;PRPF8;RSRC1;TRA2B;ZMAT5;SNRPD3;SF3B1;SMNDC1;SRSF10;BCAS2;SF3A3;SCAF11;FUS;LSM1;USB1;ZCRB1;MAGOHB;LSM4;SRRM1;SMU1;PRPF4;SFPQ;SNRNP40;LSM6;DDX39B;SNRPG;SNRPA1;SRSF4;RNPS1;SNRNP48;HNRNPH3;PPIG;TARDBP;SLU7;SRSF7;SNRPB
25,GO_Biological_Process_2025,Chromatin Organization (GO:0006325),104/323,2.757624212630552e-13,4.6381118007051545e-11,0,0,2.545259199570239,73.60695323591423,RB1;SMARCB1;HNRNPU;NUCKS1;YEATS4;SMC6;NUDT5;HMGN4;TRIM28;RUVBL2;CHEK1;RUVBL1;DPF2;PWWP2A;SMARCAD1;BANF1;HMGN2;HMGN3;SKP1;HMGN1;DAXX;SMARCC1;SUPT16H;SMARCC2;DDX11;PIH1D1;VRK1;CHD1L;HAT1;HDGFL2;ASF1A;ASF1B;INO80C;DNMT1;DHX9;PCBP2;PRDM16;DMAP1;SUDS3;BARD1;CHTOP;CBX3;HMGA2;UBE2A;SMARCA4;COPRS;NASP;ANP32B;EZH2;TOP2A;SUV39H2;SUV39H1;HP1BP3;HMGB2;PSIP1;RSF1;BRCA1;CTCF;ING4;CHAF1B;CHAF1A;SART3;VPS72;BCL7C;BCL7B;HMG20A;BRD3;PRMT6;BRD2;PRMT5;SS18;PBRM1;PRMT7;PRMT2;RING1;PRMT3;BAZ1B;UCHL5;SFPQ;NSMCE4A;DNAJC9;TOP1;HDAC2;HDAC3;HDAC1;RNF8;HDAC8;CHRAC1;HIRIP3;RBBP4;RBBP7;BRD7;SF3B1;BRD4;SMARCE1;SLF2;MCRS1;ATAD2;DEK;SSRP1;NAP1L4;MYO1E;REST;FAM50A
26,GO_Biological_Process_2025,DNA Recombination (GO:0006310),28/43,5.789418624870115e-13,9.376713943169264e-11,0,0,9.88508937960042,278.53784077800213,BLM;MRE11;UHRF1;HMGB3;BRCA1;HMGB1;RAD54B;BRIP1;EXO1;RAD21;RBBP8;RAD54L;TOPBP1;BARD1;GEN1;RMI2;XRCC6;RMI1;XRCC5;ZGRF1;XRCC2;XRCC3;RAD51;RAD51C;MSH2;MSH3;ERCC1;RHNO1
27,GO_Biological_Process_2025,Positive Regulation of Mitotic Cell Cycle Phase Transition (GO:1901992),35/64,1.275676482014605e-12,1.9923333056606667e-10,0,0,6.400023984214027,175.280941693649,RB1;KMT2E;CDCA5;PHB2;ANAPC11;CDC20;CCND3;CCNB1;CDC23;AKT1;FBXO5;DLGAP5;BRD4;RRM1;STIL;RRM2;UBE2C;CPSF3;RDX;CDC7;CDC25C;CDC25A;RAB11A;CDC25B;RAD51C;TFDP1;CCNE2;ESPL1;CDK4;CDC16;CDK1;SASS6;BIRC5;ANAPC5;DTL
28,GO_Biological_Process_2025,Mitotic Nuclear Division (GO:0140014),29/47,1.6789974490886293e-12,2.53181236029813e-10,0,0,8.532940640230006,231.3521199751491,MIS12;NCAPG2;SKA3;SMC4;SKA1;SKA2;PPP1CC;NUP62;NUSAP1;ZNF207;KNTC1;NDEL1;SPAG5;UBE2C;NDE1;PLK1;KNL1;SMC1A;TUBG1;KNSTRN;NDC80;ZWINT;KIF18A;KIF18B;ESPL1;KIFC1;UBE2S;CENPK;RAN
29,GO_Biological_Process_2025,Chromatin Remodeling (GO:0006338),86/262,9.99738584021045e-12,1.4572856093080102e-09,0,0,2.6105617550829634,66.12212892931151,RB1;LIN54;SUV39H2;SMARCB1;MRE11;PSIP1;RSF1;YEATS4;BRCA1;CTCF;NUDT5;BABAM1;SART3;KAT5;ZNF83;VPS72;RUVBL2;BCL7C;CHEK1;RUVBL1;BCL7B;DPF2;PWWP2A;SMARCAD1;SKP1;BRD3;PRMT6;BRD2;PRMT5;SS18;DAXX;SMARCC1;PBRM1;SMARCC2;PRMT7;PRMT2;RING1;DTX3L;PARP2;PIH1D1;USP3;PRMT3;VRK1;CHD1L;BAZ1B;SIRT2;UCHL5;RNF168;METTL23;SFPQ;TOP1;HDGFL2;ASF1A;CGGBP1;INO80C;KMT2E;HDAC2;USP15;HDAC3;HDAC1;UHRF1;RNF8;BRCC3;HDAC9;HDAC6;HDAC7;PRIMPOL;CHRAC1;RBBP4;DMAP1;SUDS3;RBBP7;BRD7;SF3B1;BRD4;BARD1;SMARCE1;CHTOP;CBX3;MCRS1;UBE2A;DEK;SMARCA4;COPRS;MYO1E;REST
