,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
1061,GO_Biological_Process_2025,Rac Protein Signal Transduction (GO:0016601),5/18,0.1478572537617148,0.6038636425781123,0,0,2.022332506203474,3.8657047081665272,DBNL;DOCK7;BRK1;HACD3;WASF1
1062,GO_Biological_Process_2025,Androgen Receptor Signaling Pathway (GO:0030521),5/18,0.1478572537617148,0.6038636425781123,0,0,2.022332506203474,3.8657047081665272,DAXX;DDX5;TMF1;ZMIZ1;PARK7
1063,GO_Biological_Process_2025,Diol Biosynthetic Process (GO:0034312),5/18,0.1478572537617148,0.6038636425781123,0,0,2.022332506203474,3.8657047081665272,DHFR;SPTLC1;AGK;ACER3;SPTSSA
1064,GO_Biological_Process_2025,Negative Regulation of Nervous System Development (GO:0051961),5/18,0.1478572537617148,0.6038636425781123,0,0,2.022332506203474,3.8657047081665272,REST;DYNLT1;IL1B;HOOK3;B2M
1065,GO_Biological_Process_2025,Positive Regulation of Calcium Ion Transmembrane Transporter Activity (GO:1901021),5/18,0.1478572537617148,0.6038636425781123,0,0,2.022332506203474,3.8657047081665272,VMP1;ASPH;CALM3;CALM1;CALM2
1066,GO_Biological_Process_2025,Regulation of Early Endosome to Late Endosome Transport (GO:2000641),5/18,0.1478572537617148,0.6038636425781123,0,0,2.022332506203474,3.8657047081665272,SNX3;MAP2K1;RDX;EZR;MAPK3
1067,GO_Biological_Process_2025,Protein Localization to Plasma Membrane (GO:0072659),26/132,0.1478926982821921,0.6038636425781123,0,0,1.2910609341169192,2.4675638106315705,C2CD5;ZDHHC3;ZDHHC4;IKBKB;FZR1;RAP1A;BSG;FLOT1;INPP5K;TSPAN5;TMED2;SPTBN1;RAB8A;S100A10;JUP;RDX;ATP1B3;ATP1B1;RAB11A;CACNB2;CCDC88A;RAP2A;RAB13;ITGB1BP1;EZR;ARF6
1068,GO_Biological_Process_2025,Cellular Response to Epidermal Growth Factor Stimulus (GO:0071364),7/28,0.1481696063311947,0.6038636425781123,0,0,1.7529510080434556,3.3470805750058568,DUSP22;EEF1A1;STAT5B;INPP5K;IQGAP1;KNSTRN;ZFP36L1
1069,GO_Biological_Process_2025,Establishment of Protein Localization to Mitochondrial Membrane (GO:0090151),7/28,0.1481696063311947,0.6038636425781123,0,0,1.7529510080434556,3.3470805750058568,TOMM70;TIMM10B;HSP90AA1;TOMM40;SAMM50;TIMM10;TOMM5
1070,GO_Biological_Process_2025,Positive Regulation of Fibroblast Proliferation (GO:0048146),7/28,0.1481696063311947,0.6038636425781123,0,0,1.7529510080434556,3.3470805750058568,CDK6;DHX9;CDK4;PDGFC;E2F1;FBLN1;CDPF1
1071,GO_Biological_Process_2025,Positive Regulation of Mitotic Cell Cycle (GO:0045931),7/28,0.1481696063311947,0.6038636425781123,0,0,1.7529510080434556,3.3470805750058568,CCNB1;HSF1;BIRC5;TTL;EIF4E;AURKA;CDC25B
1072,GO_Biological_Process_2025,Positive Regulation of Signal Transduction by P53 Class Mediator (GO:1901798),7/28,0.1481696063311947,0.6038636425781123,0,0,1.7529510080434556,3.3470805750058568,PPP1R15A;ING4;SPRED2;DDX5;UBB;PMAIP1;CDK5RAP3
1073,GO_Biological_Process_2025,Activation of Protein Kinase Activity (GO:0032147),11/49,0.1492271571654802,0.6058609553778982,0,0,1.5226660941654415,2.8965457681559617,CCDC88A;TPX2;ANGPT1;STRADA;STRADB;KIF14;ITGB1BP1;CLSPN;ECT2;COPS8;PPIA
1074,GO_Biological_Process_2025,Positive Regulation of Intracellular Transport (GO:0032388),11/49,0.1492271571654802,0.6058609553778982,0,0,1.5226660941654415,2.8965457681559617,NUMA1;ASPH;SPAG5;EIPR1;PDCD10;CEP131;TPR;RDX;EZR;KIF20B;PCNT
1075,GO_Biological_Process_2025,Regulation of Stem Cell Differentiation (GO:2000736),11/49,0.1492271571654802,0.6058609553778982,0,0,1.5226660941654415,2.8965457681559617,NUDT21;HDAC2;KAT5;RBBP4;HDAC1;PRKDC;NSUN2;HNRNPU;EIF2AK2;CCM2;RBBP7
1076,GO_Biological_Process_2025,Negative Regulation of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176),6/23,0.1493524147947345,0.6058609553778982,0,0,1.8559265811587795,3.528945224037441,BAG5;NONO;HTRA2;PARK7;SOD2;PPIA
1077,GO_Biological_Process_2025,Protein Palmitoylation (GO:0018345),6/23,0.1493524147947345,0.6058609553778982,0,0,1.8559265811587795,3.528945224037441,ZDHHC12;ZDHHC6;SELENOK;ZDHHC16;GOLGA7;ZDHHC3
1078,GO_Biological_Process_2025,Positive Regulation of Cellular Component Biogenesis (GO:0044089),19/93,0.151729510150971,0.614933408610006,0,0,1.3510622922387627,2.5476385581407346,SMAD4;TSG101;SLF2;TGFB1;USP21;FAF1;VPS4A;BRK1;PARK7;RHOC;SDCBP;SUMO1;ERCC1;TPR;CDK2;FLOT1;BAX;PFN1;RAB7A
1079,GO_Biological_Process_2025,Carbohydrate Derivative Biosynthetic Process (GO:1901137),10/44,0.1546366194469457,0.6255559082715021,0,0,1.5469776367259576,2.887708045995501,UBL4A;ALG8;RRM1;GOLPH3;RRM2;TPI1;ALG5;SRD5A3;ST8SIA6;MPDU1
1080,GO_Biological_Process_2025,Response to Amino Acid Starvation (GO:1990928),10/44,0.1546366194469457,0.6255559082715021,0,0,1.5469776367259576,2.887708045995501,MAPK8;RRAGA;PRKCH;RRAGB;EIF2AK2;CDPF1;KPTN;EIF2S1;ITFG2;MAPK3
1081,GO_Biological_Process_2025,Positive Regulation of Cellular Process (GO:0048522),109/622,0.1574322686681883,0.6362766274362178,0,0,1.1204323711692814,2.07141049832448,SMARCB1;RTKN2;CCAR1;CRKL;HMGN5;CHEK1;AKT1;FBXO5;CAPN1;IER5;B2M;SOX4;SMARCC1;TIPIN;SMARCC2;CEP131;F2R;TPM1;TMEM250;CDC25B;PHIP;STAMBP;KIF20B;TP53;HDGFL2;SHC1;MAZ;COX17;ZFP36L1;PRDX3;SDCBP;ADGRG1;PDCD10;PDGFC;MAP3K20;TGFB1;CDC7;PA2G4;SMARCA4;CNOT7;CDK4;CDK2;ACER3;CHRFAM7A;EZH2;RNF187;NUMA1;FLT3;KIF14;CGAS;ASH2L;TCIRG1;FOXM1;LMNB2;UFL1;MDK;BCL7C;BCL7B;MLST8;TIMP1;HRAS;SS18;ARG2;PBRM1;TSC22D1;ACTL6A;DHPS;RAD23A;REXO2;SIRT2;SAPCD2;IL1B;C1D;IL3RA;KIT;BIRC5;DSG2;ITGB1BP1;SINHCAF;CD47;SLC25A5;EAPP;HDAC2;LEPROT;HDAC1;DERL2;TTK;RELA;GNAI2;FZR1;MAPK8;EXOSC9;BRD7;TAF9B;EXOSC2;CFAP20;IL12RB2;SMARCE1;SPAG5;CAVIN1;CNBP;AKR1C3;MEIS1;REST;PRC1;GID8;CCM2;FAM98B;YPEL3
1082,GO_Biological_Process_2025,Positive Regulation of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060),18/88,0.1583916177701052,0.639562829647895,0,0,1.3529919137466306,2.4931375245539047,GSK3A;USP5;PLK1;KEAP1;RAD23A;FBXO22;SIRT2;GABARAP;PIAS1;RBX1;TRAF7;SUMO1;SUMO2;BBS7;IKBKG;CDK5RAP3;HSPA1B;HSPA1A
1083,GO_Biological_Process_2025,Positive Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001244),9/39,0.1600139065453733,0.6441451105063463,0,0,1.5777986829727186,2.891307490095505,BCLAF1;SFPQ;UBB;DDIT3;NCK2;PMAIP1;TAF6;TP53;SOD1
1084,GO_Biological_Process_2025,Protein-Containing Complex Disassembly (GO:0032984),14/66,0.1601293989710253,0.6441451105063463,0,0,1.4163364901430229,2.594407008177934,GABARAPL2;PIF1;HSPA8;TSG101;STX17;LIX1L;VPS4A;PEX10;GABARAP;PEX14;CHMP1B;CHMP1A;CHMP2B;CHMP5
1085,GO_Biological_Process_2025,Golgi Lumen Acidification (GO:0061795),3/9,0.1626197580606005,0.6441451105063463,0,0,2.6284820031298906,4.774218515472647,ATP6AP2;ATP6V1H;ATP6V1D
1086,GO_Biological_Process_2025,Rap Protein Signal Transduction (GO:0032486),3/9,0.1626197580606005,0.6441451105063463,0,0,2.6284820031298906,4.774218515472647,RAP1B;RAP2A;RAP1A
1087,GO_Biological_Process_2025,Aggrephagy (GO:0035973),3/9,0.1626197580606005,0.6441451105063463,0,0,2.6284820031298906,4.774218515472647,ATG4B;ATG4D;ATG5
1088,GO_Biological_Process_2025,Endodermal Cell Fate Commitment (GO:0001711),3/9,0.1626197580606005,0.6441451105063463,0,0,2.6284820031298906,4.774218515472647,CTR9;LEO1;PAF1
1089,GO_Biological_Process_2025,Myelin Maintenance (GO:0043217),3/9,0.1626197580606005,0.6441451105063463,0,0,2.6284820031298906,4.774218515472647,CXCR4;DEGS1;SOD1
1090,GO_Biological_Process_2025,Negative Regulation of Epidermal Growth Factor-Activated Receptor Activity (GO:0007175),3/9,0.1626197580606005,0.6441451105063463,0,0,2.6284820031298906,4.774218515472647,TSG101;VPS25;SNX6
1091,GO_Biological_Process_2025,Negative Regulation of Protein Exit From Endoplasmic Reticulum (GO:0070862),3/9,0.1626197580606005,0.6441451105063463,0,0,2.6284820031298906,4.774218515472647,DERL3;INSIG1;SVIP
1092,GO_Biological_Process_2025,- Reg of Single Stranded Viral RNA Replication via Double Stranded DNA Intermediate (GO:0045869),3/9,0.1626197580606005,0.6441451105063463,0,0,2.6284820031298906,4.774218515472647,HMGA2;INPP5K;APOBEC3B
1093,GO_Biological_Process_2025,Nitric oxide-cGMP-mediated Signaling (GO:0038060),3/9,0.1626197580606005,0.6441451105063463,0,0,2.6284820031298906,4.774218515472647,GUCY1A1;GUCY1B1;ATP2B4
1094,GO_Biological_Process_2025,Phosphate Ion Transmembrane Transport (GO:0035435),3/9,0.1626197580606005,0.6441451105063463,0,0,2.6284820031298906,4.774218515472647,SLC25A3;SLC37A1;SLC37A4
1095,GO_Biological_Process_2025,Positive Regulation of Neurotransmitter Secretion (GO:0001956),3/9,0.1626197580606005,0.6441451105063463,0,0,2.6284820031298906,4.774218515472647,NLGN1;DTNBP1;MICU3
1096,GO_Biological_Process_2025,Positive Regulation of Protein Acetylation (GO:1901985),3/9,0.1626197580606005,0.6441451105063463,0,0,2.6284820031298906,4.774218515472647,FAM161A;KAT5;CEP295
1097,GO_Biological_Process_2025,Proteasome Assembly (GO:0043248),3/9,0.1626197580606005,0.6441451105063463,0,0,2.6284820031298906,4.774218515472647,PSMD11;PSMG1;PSMG2
1098,GO_Biological_Process_2025,Protein Localization to Nucleolus (GO:1902570),3/9,0.1626197580606005,0.6441451105063463,0,0,2.6284820031298906,4.774218515472647,RRP7A;NOL8;RAN
1099,GO_Biological_Process_2025,Purine Nucleobase Transport (GO:0006863),3/9,0.1626197580606005,0.6441451105063463,0,0,2.6284820031298906,4.774218515472647,SLC43A3;VDAC3;SLC29A1
1100,GO_Biological_Process_2025,Regulation of NMDA Receptor Activity (GO:2000310),3/9,0.1626197580606005,0.6441451105063463,0,0,2.6284820031298906,4.774218515472647,CRHBP;NLGN1;DAPK1
1101,GO_Biological_Process_2025,Regulation of Lysosomal Protein Catabolic Process (GO:1905165),3/9,0.1626197580606005,0.6441451105063463,0,0,2.6284820031298906,4.774218515472647,LAPTM4B;C1D;LDLR
1102,GO_Biological_Process_2025,Response to Type I Interferon (GO:0034340),3/9,0.1626197580606005,0.6441451105063463,0,0,2.6284820031298906,4.774218515472647,SHMT2;MX1;SHFL
1103,GO_Biological_Process_2025,Vesicle Fusion With Vacuole (GO:0051469),3/9,0.1626197580606005,0.6441451105063463,0,0,2.6284820031298906,4.774218515472647,CHMP1B;CHMP2B;CHMP5
1104,GO_Biological_Process_2025,JNK Cascade (GO:0007254),8/34,0.1652088049721649,0.6523806270974158,0,0,1.6181335905473837,2.9135225407005527,MAP4K2;MAPK8;DAXX;GPS1;SH2D3C;MAP3K20;GPS2;CRKL
1105,GO_Biological_Process_2025,Negative Regulation of Small Molecule Metabolic Process (GO:0062014),8/34,0.1652088049721649,0.6523806270974158,0,0,1.6181335905473837,2.9135225407005527,MAP4K2;GSK3A;AMDHD2;PGK1;ATP2B4;CRY1;PGP;STK4
1106,GO_Biological_Process_2025,Myelination (GO:0042552),11/50,0.1652956173848472,0.6523806270974158,0,0,1.4835348732430629,2.6703921274395293,EIF2B5;SLC8A3;CMTM8;ACER3;PXMP2;CXCR4;DEGS1;B4GALT6;ZNF24;TMEM163;SIRT2
1107,GO_Biological_Process_2025,Negative Regulation of ERK1 and ERK2 Cascade (GO:0070373),11/50,0.1652956173848472,0.6523806270974158,0,0,1.4835348732430629,2.6703921274395293,SPRED2;SMAD4;DUSP10;PDZD2;PTPRC;GSTP1;CNKSR3;ITGB1BP1;FBLN1;EZR;GBP1
1108,GO_Biological_Process_2025,Regulation of Reactive Oxygen Species Metabolic Process (GO:2000377),13/61,0.1670963556768851,0.6582994264639808,0,0,1.4246598639455783,2.548979564107489,CBR1;SHC1;DCXR;AKR1C3;CDPF1;BRCA1;PARK7;TTF2;FOXM1;SIRT2;RAC2;TP53;SNCA
1109,GO_Biological_Process_2025,Vesicle Organization (GO:0016050),13/61,0.1670963556768851,0.6582994264639808,0,0,1.4246598639455783,2.548979564107489,TRAPPC2;PI4K2B;WASHC5;TRAPPC3;TRAPPC1;RNF26;SNX10;PLEKHA3;HOOK3;CORO1A;LAPTM4B;CHMP2B;CD34
1110,GO_Biological_Process_2025,Regulation of Small GTPase Mediated Signal Transduction (GO:0051056),30/157,0.1676364909851675,0.6598329208624101,0,0,1.2433637556669053,2.22059468539398,ARHGAP11A;ARHGAP11B;DOCK3;FAM13B;DOCK8;FAM13A;DOCK7;ARHGAP19;KIF14;FOXM1;GABARAP;ARHGAP22;GNA13;FGD5;RACGAP1;PDCD10;ARHGDIB;NUP62;TAGAP;ECT2;SRGAP2;VAV3;SWAP70;RDX;ARHGAP25;DEF6;CD2AP;ARHGEF1;DOCK2;ARF6
1111,GO_Biological_Process_2025,Synaptic Vesicle Endocytosis (GO:0048488),7/29,0.1699594803114523,0.6640429886920514,0,0,1.673171704509843,2.965186899399568,ITSN2;MX1;STON2;AP2B1;SYNJ2;AP2M1;SNCA
1112,GO_Biological_Process_2025,Cellular Response to Nitrogen Compound (GO:1901699),32/169,0.1718731635271847,0.6640429886920514,0,0,1.2294866533561426,2.1651241468603595,CRTC2;BLM;SHMT1;RTF2;AKAP7;PDXP;UBR2;BRCA1;RELA;ZFP36L1;RAP1B;CRHBP;FZR1;RAP1A;MAT2A;HSF1;CTNNA1;AKT1;INPP5K;SNX6;DAXX;MEF2C;JUP;DDX11;ATP2B4;GOLPH3;CASTOR2;C1D;TIMELESS;EZR;TP53;CHMP5
1113,GO_Biological_Process_2025,Negative Regulation of Biosynthetic Process (GO:0009890),10/45,0.1720417746149121,0.6640429886920514,0,0,1.5026886538806237,2.6447590130925054,MAP4K2;AMDHD2;NT5DC2;PGK1;ATP2B4;CRY1;PGP;PARK7;STK4;SLC18A2
1114,GO_Biological_Process_2025,Regulation of Protein Binding (GO:0043393),16/78,0.1729036012154983,0.6640429886920514,0,0,1.357636706473916,2.38268100924125,TCF7L2;PRMT7;RALB;SNAPIN;DTX3L;EPB41;DDX11;PEX14;AURKA;MAPK8;PDZD2;FLOT1;BAX;ITGB1BP1;B2M;RAN
1115,GO_Biological_Process_2025,ATP Biosynthetic Process (GO:0006754),6/24,0.1737878988667868,0.6640429886920514,0,0,1.7527151211361738,3.067110710810937,TGFB1;ATP5F1B;ATP5PB;ATP5MC3;COX11;ATP5F1C
1116,GO_Biological_Process_2025,Regulation of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143),6/24,0.1737878988667868,0.6640429886920514,0,0,1.7527151211361738,3.067110710810937,LATS1;UFL1;DDX5;PRMT2;PARK7;HDAC6
1117,GO_Biological_Process_2025,Regulation of Ruffle Assembly (GO:1900027),6/24,0.1737878988667868,0.6640429886920514,0,0,1.7527151211361738,3.067110710810937,NLGN1;RDX;EVL;PFN1;HRAS;NDEL1
1118,GO_Biological_Process_2025,Cellular Response to Exogenous dsRNA (GO:0071360),4/14,0.1738176936450316,0.6640429886920514,0,0,2.1029430181590483,3.679620900994012,RALB;DHX9;FLOT1;CGAS
1119,GO_Biological_Process_2025,Coenzyme A Metabolic Process (GO:0015936),4/14,0.1738176936450316,0.6640429886920514,0,0,2.1029430181590483,3.679620900994012,PANK2;ACOT7;NUDT8;DCAKD
1120,GO_Biological_Process_2025,Cotranslational Protein Targeting to Membrane (GO:0006613),4/14,0.1738176936450316,0.6640429886920514,0,0,2.1029430181590483,3.679620900994012,SRP54;SRPRA;SRP14;SRP9
1121,GO_Biological_Process_2025,Establishment of Spindle Localization (GO:0051293),4/14,0.1738176936450316,0.6640429886920514,0,0,2.1029430181590483,3.679620900994012,ESPL1;VPS72;NUSAP1;KPNB1
1122,GO_Biological_Process_2025,Medium-Chain Fatty Acid Metabolic Process (GO:0051791),4/14,0.1738176936450316,0.6640429886920514,0,0,2.1029430181590483,3.679620900994012,ACOT7;ABHD3;ACAD9;ACADM
1123,GO_Biological_Process_2025,Microvillus Assembly (GO:0030033),4/14,0.1738176936450316,0.6640429886920514,0,0,2.1029430181590483,3.679620900994012,RAP1B;RAP2A;RAP1A;EZR
1124,GO_Biological_Process_2025,Negative Regulation of Cell Migration Involved in Sprouting Angiogenesis (GO:0090051),4/14,0.1738176936450316,0.6640429886920514,0,0,2.1029430181590483,3.679620900994012,MMRN1;PDCD10;ITGB1BP1;RHOA
1125,GO_Biological_Process_2025,Negative Regulation of Smooth Muscle Cell Migration (GO:0014912),4/14,0.1738176936450316,0.6640429886920514,0,0,2.1029430181590483,3.679620900994012,MEF2C;TPM1;C1D;PRKG1
1126,GO_Biological_Process_2025,Positive Regulation of Exosomal Secretion (GO:1903543),4/14,0.1738176936450316,0.6640429886920514,0,0,2.1029430181590483,3.679620900994012,SDCBP;TSG101;VPS4A;RAB7A
1127,GO_Biological_Process_2025,Positive Regulation of Isotype Switching (GO:0045830),4/14,0.1738176936450316,0.6640429886920514,0,0,2.1029430181590483,3.679620900994012,MAD2L2;TGFB1;HMCES;SHLD1
1128,GO_Biological_Process_2025,Regulation of Establishment of Protein Localization (GO:0070201),4/14,0.1738176936450316,0.6640429886920514,0,0,2.1029430181590483,3.679620900994012,DNAJA1;CEP135;KIAA0586;CEP295
1129,GO_Biological_Process_2025,Regulation of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060211),4/14,0.1738176936450316,0.6640429886920514,0,0,2.1029430181590483,3.679620900994012,TNRC6C;BTG2;CNOT7;POLR2G
1130,GO_Biological_Process_2025,Sphingoid Biosynthetic Process (GO:0046520),4/14,0.1738176936450316,0.6640429886920514,0,0,2.1029430181590483,3.679620900994012,SPTLC1;AGK;ACER3;SPTSSA
1131,GO_Biological_Process_2025,Sphingosine Biosynthetic Process (GO:0046512),4/14,0.1738176936450316,0.6640429886920514,0,0,2.1029430181590483,3.679620900994012,SPTLC1;AGK;ACER3;SPTSSA
1132,GO_Biological_Process_2025,tRNA 5'-End Processing (GO:0099116),4/14,0.1738176936450316,0.6640429886920514,0,0,2.1029430181590483,3.679620900994012,POP5;POP7;SSB;PRORP
1133,GO_Biological_Process_2025,Telomere Maintenance in Response to DNA Damage (GO:0043247),4/14,0.1738176936450316,0.6640429886920514,0,0,2.1029430181590483,3.679620900994012,MAD2L2;CDK2;SHLD1;PPP1CA
1134,GO_Biological_Process_2025,Regulation of Neuron Apoptotic Process (GO:0043523),25/129,0.1742209461529854,0.6640429886920514,0,0,1.265030667410119,2.2105537786444693,GSK3A;SET;KIF14;HTRA2;PARK7;FOXO3;CASP8;UBB;CASP10;MDK;CASP3;CASP2;NAE1;SNX6;MEF2C;F2R;SIGMAR1;VEGFB;SOD2;SOD1;MSH2;DDIT3;TMBIM1;PPT1;BAX
1135,GO_Biological_Process_2025,Cell-Cell Junction Assembly (GO:0007043),14/67,0.1743894997498827,0.6640429886920514,0,0,1.3895301981606143,2.4267644362857426,PATJ;WDR1;JUP;RHOC;CDH9;RHOA;CDH4;FZR1;FSCN1;CTNNA1;CD9;PKP4;TLN1;JAM3
1136,GO_Biological_Process_2025,Regulation of Cellular Localization (GO:0060341),14/67,0.1743894997498827,0.6640429886920514,0,0,1.3895301981606143,2.4267644362857426,HSP90AA1;BORA;PARP1;VPS4A;REXO2;STX10;FKBP1A;UFL1;MAPK8;SUMO1;TPR;DVL3;RAB9A;WDPCP
1137,GO_Biological_Process_2025,Actin Nucleation (GO:0045010),5/19,0.1757569509050926,0.6640429886920514,0,0,1.8777683325130867,3.264787918521823,ARPC2;ARPC1A;ARPC5L;ARPC5;IQGAP2
1138,GO_Biological_Process_2025,Female Meiotic Nuclear Division (GO:0007143),5/19,0.1757569509050926,0.6640429886920514,0,0,1.8777683325130867,3.264787918521823,MEIOC;SKA3;SKA1;DCAF13;SKA2
1139,GO_Biological_Process_2025,Mitochondrial Calcium Ion Homeostasis (GO:0051560),5/19,0.1757569509050926,0.6640429886920514,0,0,1.8777683325130867,3.264787918521823,SLC8A3;MCUR1;MCUB;MICU3;MICU2
1140,GO_Biological_Process_2025,Negative Regulation of Reactive Oxygen Species Metabolic Process (GO:2000378),5/19,0.1757569509050926,0.6640429886920514,0,0,1.8777683325130867,3.264787918521823,BRCA1;PARK7;HDAC6;SIRT2;SLC18A2
1141,GO_Biological_Process_2025,Positive Regulation of Mitophagy (GO:1901526),5/19,0.1757569509050926,0.6640429886920514,0,0,1.8777683325130867,3.264787918521823,ATP5IF1;EIF2AK1;VDAC1;UBE2A;SLC25A5
1142,GO_Biological_Process_2025,Protein Localization to Endoplasmic Reticulum (GO:0070972),5/19,0.1757569509050926,0.6640429886920514,0,0,1.8777683325130867,3.264787918521823,PPP1R15A;YWHAE;GABARAPL2;BCAP29;KDELR2
1143,GO_Biological_Process_2025,Regulation of T Cell Receptor Signaling Pathway (GO:0050856),9/40,0.1789795336028006,0.6640429886920514,0,0,1.5268109125117593,2.626853466737362,DUSP22;PTPRC;TESPA1;UBR2;IKBKG;EZR;GBP1;RELA;NECTIN2
1144,GO_Biological_Process_2025,Regulation of Cytokine-Mediated Signaling Pathway (GO:0001959),9/40,0.1789795336028006,0.6640429886920514,0,0,1.5268109125117593,2.626853466737362,IKBKB;CASP8;SHARPIN;PTPRC;IRAK1;CDC37;SPPL2A;VRK2;AGPAT2
1145,GO_Biological_Process_2025,Positive Regulation of TOR Signaling (GO:0032008),15/73,0.1808276806072804,0.6640429886920514,0,0,1.360460203451526,2.3266736540590807,SEC13;HDAC3;USP4;PIH1D1;RBX1;RNF167;RRAGA;GOLPH3;PIP4P1;TBK1;MAT2A;RRAGB;RHEB;MLST8;LAMTOR3
1146,GO_Biological_Process_2025,Epithelial to Mesenchymal Transition (GO:0001837),11/51,0.1821725369134995,0.6640429886920514,0,0,1.4463602133668023,2.462863669690985,DDX5;SMAD4;TGFB1;TRIM28;TASOR;LOXL3;SLC39A6;HMGA2;FAM83D;HNRNPAB;LIMS1
1147,GO_Biological_Process_2025,5S Class rRNA Transcription by RNA Polymerase III (GO:0042791),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,GTF3C5;GTF3C6
1148,GO_Biological_Process_2025,COPI Coating of Golgi Vesicle (GO:0048205),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,TMED9;TMED2
1149,GO_Biological_Process_2025,COPI-coated Vesicle Budding (GO:0035964),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,TMED9;TMED2
1150,GO_Biological_Process_2025,Golgi Transport Vesicle Coating (GO:0048200),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,TMED9;TMED2
1151,GO_Biological_Process_2025,Bundle of His cell-Purkinje Myocyte Adhesion Involved in Cell Communication (GO:0086073),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,JUP;DSG2
1152,GO_Biological_Process_2025,Cerebral Cortex Neuron Differentiation (GO:0021895),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,SIN3A;TOX
1153,GO_Biological_Process_2025,Cilium Disassembly (GO:0061523),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,RRP7A;HDAC6
1154,GO_Biological_Process_2025,De Novo Centriole Assembly (GO:0097742),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,PLK4;CEP152
1155,GO_Biological_Process_2025,fatty-acyl-CoA Catabolic Process (GO:0036115),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,ACOT7;NUDT8
1156,GO_Biological_Process_2025,Gamma-Aminobutyric Acid Metabolic Process (GO:0009448),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,SLC38A1;ALDH5A1
1157,GO_Biological_Process_2025,Glomerulus Vasculature Development (GO:0072012),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,PECAM1;CD34
1158,GO_Biological_Process_2025,Immunoglobulin V(D)J Recombination (GO:0033152),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,XRCC4;PRKDC
1159,GO_Biological_Process_2025,Intracellular Oxygen Homeostasis (GO:0032364),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,SOD2;CIAO3
1160,GO_Biological_Process_2025,Leukocyte Chemotaxis Involved in Inflammatory Response (GO:0002232),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,MDK;NINJ1
1161,GO_Biological_Process_2025,mRNA 3'-End Processing by Stem-Loop Binding and Cleavage (GO:0006398),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,SLBP;CPSF3
1162,GO_Biological_Process_2025,Medium-Chain Fatty Acid Biosynthetic Process (GO:0051792),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,ACOT7;ABHD3
1163,GO_Biological_Process_2025,Membrane Raft Assembly (GO:0001765),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,FLOT1;S100A10
1164,GO_Biological_Process_2025,Negative Regulation of IRE1-mediated Unfolded Protein Response (GO:1903895),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,UFL1;TMBIM6
1165,GO_Biological_Process_2025,Negative Regulation of T-helper 17 Cell Lineage Commitment (GO:2000329),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,LGALS1;LOXL3
1166,GO_Biological_Process_2025,Negative Regulation of Astrocyte Differentiation (GO:0048712),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,TTF2;LDLR
1167,GO_Biological_Process_2025,Negative Regulation of Cell Fate Commitment (GO:0010454),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,LGALS1;LOXL3
1168,GO_Biological_Process_2025,Negative Regulation of Cell Size (GO:0045792),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,RDX;RHOA
1169,GO_Biological_Process_2025,Negative Regulation of Cellular Response to Hypoxia (GO:1900038),2/5,0.1832837611139506,0.6640429886920514,0,0,3.5041718815185647,5.945597533329003,TMBIM6;ENO1
