,names,scores,logfoldchanges,pvals,pvals_adj
54,ADT.CD268,0.23940739,0.055243935,0.8107897048237104,0.8385353601218601
55,ADT.MS4A4A,0.22135042,0.08474139,0.8248195913363756,0.846607278654695
56,ADT.CD204,0.17380916,0.06002223,0.862015453031942,0.8814594106191287
57,ADT.CD324,0.12155736,0.006768579,0.9032495803950914,0.9133229957898321
58,ADT.CD186,0.07959892,0.008481365,0.9365562536254546,0.9434937073560135
59,ADT.CD86,0.014785772,0.073023096,0.9882030905416376,0.9910564816856839
60,ADT.FCER1A,-0.011209273,0.0054505835,0.9910564816856839,0.9910564816856839
61,ADT.CD16,-0.121644594,0.015456885,0.9031804922623718,0.9133229957898321
62,ADT.TCR.Vd2,-0.15444371,0.027690455,0.8772598882114223,0.8936879760056438
63,"MouseIgG2a,isotypeCtrl",-0.22178659,-0.042232744,0.8244800254560471,0.846607278654695
64,ADT.TCR.Va7.2,-0.25135812,-0.02131337,0.8015372390967153,0.8353185020471515
65,ADT.CD337,-0.36432317,-0.017037358,0.715616700040383,0.751535684984495
66,ADT.CD279,-0.40558377,-0.038215622,0.6850484626050386,0.7250318359088347
67,ADT.C5L2,-0.4114719,-0.045423303,0.6807265415323169,0.7232719503780868
68,ADT.LFA1,-0.43192774,-0.04132689,0.6657939379574149,0.7101802004879093
69,ADT.CD90,-0.5045045,-0.25999656,0.6139068993558043,0.6626296691459476
70,ADT.CD257,-0.6061294,-0.08433315,0.5444288126164909,0.5923385481267421
71,ADT.CD11b,-0.64110935,-0.017596612,0.521451649787696,0.5696178664347522
72,ADT.IgD,-0.7007758,-0.13827094,0.4834429344756086,0.5323744055763787
73,"RatIgG1,IsotypeCtrl",-0.7159541,-0.044259872,0.474019674042923,0.524119314388923
74,ADT.CD161,-0.74003005,-0.104343005,0.45928174527193977,0.509896468220276
75,ADT.CD338,-0.7457874,-0.15236953,0.4557958722025104,0.5081003165536181
76,ADT.CD106,-0.75573176,-0.19304904,0.44981002563377426,0.5034910574995333
77,ADT.CD274,-0.8185386,-0.063776895,0.4130497103978191,0.46812300511752836
78,ADT.CD181,-0.84296346,-0.106004946,0.39924887186036173,0.4543752851297841
79,ADT.CD2,-0.86607987,-0.47232184,0.3864463615563556,0.4435164993389397
80,ADT.CD19,-0.86852235,-0.0776155,0.3851084365237256,0.4435164993389397
81,ADT.CD226,-0.9168487,-0.13006006,0.35922191890949395,0.42297992183282407
82,ADT.CD21,-0.95025843,-0.106253125,0.3419809415086875,0.40442963517549135
83,ADT.CD366,-0.9577604,-0.067857794,0.3381836000948717,0.4016853241301533
84,ADT.CD271,-1.0262372,-0.16540545,0.30477976072483925,0.36519865602271484
85,ADT.CD66b,-1.1510658,-0.14357394,0.24970515929245496,0.3018657925668789
86,ADT.CD103,-1.185217,-0.15172882,0.23593164995181193,0.2890694089499678
87,ADT.TCRab,-1.1959901,-0.17603432,0.23170040685813997,0.28516973151771075
88,ADT.CD354,-1.2165768,-0.1157939,0.22376526667155172,0.2779185047244843
89,ADT.CD267,-1.2499865,-0.1316282,0.21130445752975924,0.26364592866098396
90,ADT.Podocalyxin,-1.2783369,-0.19899254,0.20113067680304064,0.2521084981125671
91,ADT.CD357,-1.31794,-0.07255387,0.18752371796612222,0.2361409781795613
92,ADT.CD66a.c.e,-1.3776065,-0.19020973,0.16832480473422085,0.21394554620424333
93,ADT.CD218a,-1.4047792,-0.1954364,0.16008694623569497,0.20443027876107528
94,ADT.CD158b,-1.4124992,-0.17465684,0.1578030248042085,0.20246425823936184
95,ADT.B7H4,-1.4501833,-0.19865917,0.14700741184673266,0.1909772274932733
96,ADT.LOX1,-1.4559406,-0.20550655,0.14540904422937032,0.1901502886076381
97,ADT.Siglec8,-1.4732997,-0.13245238,0.1406702429041347,0.1848420583088147
98,ADT.CD1d,-1.4776613,-0.14518392,0.13949846320892825,0.1841921455962548
99,"MouseIgG2b,isotypeCtrl",-1.5662014,-0.28384525,0.11730146359276071,0.157950485629856
100,ADT.CD158,-1.579199,-0.22391014,0.11429042581123913,0.15466167074953752
101,ADT.Notch3,-1.5889689,-0.18976508,0.11206740944862074,0.1524116768501242
102,ADT.CD206,-1.6060663,-0.23345606,0.10825933611544704,0.14797255991659095
103,ADT.CD360,-1.6144406,-0.27622488,0.10643189653999638,0.14620947403474252
104,ADT.XCR1,-1.6187149,-0.22545291,0.1055086132720735,0.14567686705585783
105,ADT.CD45RO,-1.6336316,-0.21778223,0.10233623929314095,0.14201763820272623
106,ADT.CD158e1,-1.6367719,-0.29506364,0.10167814141558003,0.1418279716155783
107,ADT.CD352,-1.6423547,-0.08904141,0.1005165134285418,0.14093036934311015
108,ADT.CD307c,-1.6768112,-0.23954882,0.09357939967582467,0.13188392078665445
109,ADT.CD45RB,-1.7224334,-0.27135384,0.0849910353057871,0.12040396668319837
110,ADT.CD15,-1.7332501,-0.1279676,0.08305121811745997,0.11827189176936709
111,ADT.CD115,-1.7483412,-0.17240326,0.08040495857600426,0.11510604596143768
112,HamIgGIsotypeCtrl,-1.7577622,-0.22397795,0.07878797116876271,0.11338797967144687
113,ADT.CD49a,-1.7593324,-0.26848137,0.07852106318084866,0.11338797967144687
114,ADT.CD83,-1.826588,-0.17582394,0.06776173063363612,0.09909242329219906
115,ADT.CD163,-1.8504024,-0.17356893,0.06425558661731855,0.0944730787022197
116,ADT.CD13,-1.8542405,-0.28666794,0.06370475993583698,0.09417225381819379
117,ADT.CD8,-1.9074519,-0.8877931,0.056462102380970186,0.08392181337499394
118,ADT.CD122,-1.916175,-0.21908823,0.05534282372296078,0.08271015413541392
119,ADT.CD96,-1.9445254,-0.1263475,0.05183213684245013,0.07832411789525798
120,ADT.CD56,-1.9498464,-0.18069324,0.051194424618690344,0.0777926452306356
121,ADT.CD192,-1.972832,-0.24121064,0.04851470713048988,0.07455367423442512
122,ADT.CD62P,-1.9945091,-0.195189,0.046096450161346225,0.07123996843117143
123,ADT.CD229,-2.0211148,-0.2430978,0.0432678895591736,0.06725066262911554
124,ADT.TMEM119,-2.0308847,-0.11972964,0.04226669393819957,0.06607207328270277
125,ADT.CD200,-2.04458,-0.13955848,0.040896277134754286,0.06429934902111657
126,"RatIgG1,IsotypeCtrl-1",-2.106689,-0.25794625,0.03514454417142404,0.05557741868969383
127,ADT.CD335,-2.114278,-0.20557041,0.034491514698731365,0.05486369589505808
128,ADT.CD134,-2.116808,-0.23253824,0.03427615450393658,0.05484184720629853
129,ADT.GPR56,-2.1422796,-0.31163284,0.032170992955550495,0.052086369547081755
130,ADT.CX3CR1,-2.144504,-0.14168403,0.03199252814363966,0.052086369547081755
131,ADT.CD14,-2.1483858,-0.22313924,0.03168312192392943,0.05191451303198075
132,"MouseIgG1,isotypeCtrl",-2.1688852,-0.2558832,0.03009139892039978,0.04960521518999237
133,ADT.CCRL2,-2.1957526,-0.2932739,0.028109657150303204,0.04662089478586873
134,ADT.CD185,-2.2005503,-0.2344424,0.027767873367273634,0.046336573962567046
135,ADT.CD164,-2.227156,-0.5094875,0.025936850018020027,0.043818777670195326
136,ADT.CD178,-2.260653,-0.19586863,0.02378075521795767,0.04042728387052804
137,ADT.MICA.MICB,-2.2639678,-0.25579342,0.0235760972120518,0.04033143674011377
138,ADT.CD22,-2.2840312,-0.4654026,0.02236970568619439,0.03850987308003084
139,ADT.CD195,-2.286212,-0.17320365,0.022241867792615406,0.03850987308003084
140,ADT.Podoplanin,-2.3587887,-0.46380347,0.018334696067171672,0.03238335928747205
141,ADT.CD142,-2.4080746,-0.3684687,0.01603690688603612,0.028510056686286436
142,ADT.TIGIT,-2.4189785,-0.25495455,0.015564160571088271,0.027851655758789538
143,ADT.CD1c,-2.447416,-0.3208362,0.014388465150085274,0.02609108347215463
144,ADT.CD370,-2.457186,-0.3749946,0.014003017610904469,0.025562555638698088
145,ADT.CD307e,-2.47533,-0.30774292,0.013311305571008741,0.024464021049421473
146,ADT.CD72,-2.5169396,-0.7632044,0.011837909354693595,0.02190415880596366
147,ADT.CD10,-2.5393581,-0.16373159,0.011105604575114104,0.0206898934550071
148,ADT.CD278,-2.5542748,-0.27348003,0.010640922455409796,0.01996090281290665
149,ADT.TSLPR,-2.593093,-0.28262043,0.009511705972322626,0.017966555725498292
150,ADT.CD23,-2.6231878,-0.2748851,0.008711121923665648,0.016686092698852507
151,ADT.GARP,-2.6307771,-0.32419306,0.008518990387165493,0.016433797058929177
152,ADT.CD123,-2.6970732,-0.45680296,0.006995190641766532,0.01359065610400355
153,ADT.CD137L,-2.7175727,-0.24942602,0.006576273061206546,0.012868678220490508
154,ADT.CD203c,-2.7808156,-0.39615488,0.005422253416170802,0.010765349848163928
155,ADT.CD169,-2.7870963,-0.23542714,0.005318268237957432,0.010636536475914863
156,ADT.C3AR,-2.8325438,-0.3636604,0.004617921741463487,0.009373691893119913
157,ADT.CD150,-2.836731,-0.3115733,0.004557798431692558,0.009321211830228389
158,ADT.CD303,-2.8652558,-0.2976761,0.004166724607421261,0.008651519795561701
159,ADT.CD183,-2.9738593,-0.17580089,0.0029407989233343843,0.0062984039932830905
160,ADT.CD48,-2.977174,-1.1194773,0.0029091875704506625,0.006280150945734763
161,ADT.CD140a,-3.00692,-0.401615,0.002639091132181321,0.005742662303626555
162,ADT.CD314,-3.0378873,-0.28615654,0.0023824299096580777,0.0052684628896503835
163,ADT.CD120b,-3.079933,-0.7351453,0.0020704714199283837,0.004616133001807543
164,ADT.CD85j,-3.0877838,-0.39442876,0.0020165506147914436,0.004533072456390684
165,ADT.CD270,-3.1817324,-0.2381001,0.0014639700521308112,0.0033462172620132825
166,ADT.CCR10,-3.2200272,-0.20210895,0.0012817846347802555,0.0029546222089849956
167,ADT.EGFR,-3.24672,-0.38688034,0.001167431678287562,0.0027374260042604902
168,ADT.Cadherin11,-3.2649515,-0.3097601,0.001094828377809076,0.0025895071196875537
169,ADT.CD223,-3.3711123,-0.41771382,0.0007486529793288422,0.001786259740153027
170,ADT.CD284,-3.3817546,-0.35229206,0.000720244300259941,0.0017336853953159642
171,ADT.CD126,-3.405351,-0.42054108,0.000660790937907,0.0016047779920598572
172,ADT.CD109,-3.4115007,-0.81112665,0.0006460633472851623,0.0015831462203744519
173,ADT.CD258,-3.4555528,-0.3081495,0.000549165808019646,0.0013579372707394882
174,ADT.KLRG1,-3.4713416,-0.49316606,0.0005178646704713568,0.0012922861501670554
175,ADT.CD33,-3.5605798,-0.79732066,0.0003700370185309353,0.0009406548508449944
176,ADT.CD199,-3.5642433,-0.30062097,0.00036490722934098883,0.0009363657205731034
177,ADT.CD269,-3.6104763,-0.31551942,0.00030563535123567256,0.0007917411003438374
178,ADT.CD127,-3.6686597,-0.37050897,0.00024382533329564754,0.0006376970255424629
179,ADT.CD198,-3.793401,-0.37311828,0.00014859785660975005,0.0003924137572606992
180,ADT.CD197,-3.821228,-0.26890197,0.00013278883221737504,0.0003541035525796668
181,ADT.CD254,-3.8782775,-0.49346384,0.00010519868095665195,0.0002833073388139538
182,ADT.DR3,-3.9709175,-0.29889882,7.159635399580437e-05,0.0001947420828685879
183,ADT.CD276,-3.977896,-0.88947666,6.952774120916055e-05,0.00019102571322112799
184,ADT.CD309,-4.065738,-0.29992348,4.7880619015551365e-05,0.00013289314665540787
185,ADT.CD62E,-4.1348257,-0.3261751,3.552238135482177e-05,9.960915184032496e-05
186,ADT.CD140b,-4.137617,-0.37756523,3.509310188273506e-05,9.943045533441601e-05
187,ADT.CLEC5A,-4.1507893,-0.38846284,3.313306640706146e-05,9.486520066021808e-05
188,ADT.CD201,-4.184984,-0.33248976,2.8518602067089228e-05,8.25219123643433e-05
189,ADT.CD88,-4.2017326,-0.50456274,2.6487987805742702e-05,7.747024390496791e-05
190,ADT.CD70,-4.2736115,-0.35542536,1.923320063629529e-05,5.686337579426433e-05
191,"RatIgG2a,IsotypeCtrl",-4.281724,-0.45054045,1.854508448747369e-05,5.5431461325196094e-05
192,ADT.CD45,-4.3937297,-0.8082099,1.114224042941458e-05,3.4439652236372334e-05
193,ADT.CD138,-4.420859,-0.5368591,9.830947609685426e-06,3.0735836204993516e-05
194,ADT.CD133,-4.440573,-0.7793553,8.971966417874614e-06,2.8376451926301107e-05
195,ADT.CD31,-4.4425793,-0.21995708,8.888684653184571e-06,2.8376451926301107e-05
196,ADT.CD11a,-4.505822,-0.8683343,6.61164000137361e-06,2.140912000444788e-05
197,ADT.CD307d,-4.509922,-0.25302783,6.485140712881743e-06,2.1252509324142577e-05
198,ADT.PSMA,-4.5481296,-0.577762,5.412478304385936e-06,1.795358657064603e-05
199,ADT.CD80,-4.558685,-0.29767007,5.147498061010637e-06,1.7285425587591276e-05
200,ADT.CD141,-4.575957,-0.30464092,4.740488538634455e-06,1.6117661031357146e-05
201,ADT.TCRBV13.1,-4.5888667,-0.28948838,4.456585100760044e-06,1.5344191739325718e-05
202,ADT.Tim4,-4.5988984,-0.27484885,4.247305962077349e-06,1.4842153737660338e-05
203,ADT.CD275,-4.65054,-0.5717928,3.310675309525562e-06,1.1848732686723063e-05
204,ADT.FR,-4.6794133,-0.6549332,2.876968783951197e-06,1.043380678979634e-05
205,ADT.CD152,-4.6848216,-0.4247851,2.8020369268175566e-06,1.0299378974248317e-05
206,ADT.CD101,-4.7123,-0.34980184,2.4493676335903638e-06,9.12641090872026e-06
207,ADT.CD209_CD299,-4.719976,-0.38829088,2.3587234117827273e-06,8.91073288895697e-06
208,ADT.CD89,-4.7519903,-0.31420952,2.0142419349663257e-06,7.826768661583437e-06
209,ADT.CD207,-4.855011,-0.4489321,1.2038019799885524e-06,4.745422297925888e-06
210,ADT.CD135,-4.8624253,-0.5408943,1.1595604560043006e-06,4.638241824017202e-06
211,ADT.CD69,-4.8763824,-0.6390258,1.0804897771362714e-06,4.38646596091143e-06
212,ADT.TCR.Va24.Ja18,-5.0226703,-0.33431473,5.095803402701659e-07,2.100088675052805e-06
213,ADT.CD130,-5.049886,-0.73381364,4.420729257739358e-07,1.8499051663155466e-06
214,ADT.CD85g,-5.087963,-0.49028963,3.619299335831906e-07,1.53820221772856e-06
215,ADT.CD273,-5.1112103,-0.5003779,3.201014735332722e-07,1.3820254095404767e-06
216,ADT.MERTK,-5.1747584,-0.2641272,2.2820589955055564e-07,1.0011613657701797e-06
217,ADT.CD244,-5.187538,-0.5402567,2.1309246218758087e-07,9.501827822134753e-07
218,ADT.CD124,-5.220773,-0.461504,1.78177577688467e-07,8.077383521877171e-07
219,ADT.VEGFR3,-5.227577,-0.3986469,1.7174556569334628e-07,7.917761672642404e-07
220,ADT.CD137,-5.259853,-0.47316998,1.4417055767555778e-07,6.761102015129606e-07
221,ADT.CD325,-5.3139367,-0.41256505,1.0728188893623135e-07,5.210834605474095e-07
222,ADT.CD28,-5.3695908,-0.39496067,7.891561157129176e-08,3.902735699525701e-07
223,ADT.CD272,-5.3825006,-0.4541835,7.345803902739286e-08,3.7001086324909e-07
224,ADT.CD34,-5.428734,-0.5406152,5.675531708245812e-08,2.9127257068733224e-07
225,ADT.CD49f,-5.4642367,-1.7008718,4.649022714878088e-08,2.4317964970131536e-07
226,ADT.CD58,-5.5417857,-0.94966245,2.994022410495476e-08,1.5968119522642538e-07
227,ADT.HLA.E,-5.5830464,-0.5402204,2.3634153179632978e-08,1.2856979329720338e-07
228,ADT.CD46,-5.633728,-0.629802,1.763549871786564e-08,9.789501329100926e-08
229,ADT.CD49b,-5.7083983,-1.720332,1.1404419748909346e-08,6.462504524381961e-08
230,ADT.CD112,-6.2273397,-0.4652363,4.744214839726338e-10,2.74558816256503e-09
231,ADT.CD184,-6.288402,-0.5109131,3.2075050908252596e-10,1.8966117058792837e-09
232,ADT.CD371,-6.402414,-3.46989,1.5293948578458458e-10,9.244342251868223e-10
233,ADT.CD144,-6.408084,-0.4561575,1.4735986075449464e-10,9.109518664823305e-10
234,ADT.CD93,-6.5550694,-0.87903965,5.561605865887369e-11,3.5180390593520103e-10
235,ADT.CD253,-6.7280498,-0.6545753,1.719521865918209e-11,1.1135951131660781e-10
236,ADT.CD1a,-6.740611,-0.7420943,1.5772187941189314e-11,1.0463500292691447e-10
237,ADT.CD305,-6.7775974,-0.6854897,1.2219085216492356e-11,8.308977947214801e-11
238,ADT.Notch1,-6.848691,-0.54562104,7.452870771313718e-12,5.197899614864952e-11
239,ADT.CD59,-6.934527,-0.6757858,4.07582194790524e-12,2.9174304469216455e-11
240,ADT.CD365,-6.9674134,-0.5265874,3.228208652426384e-12,2.3731696039458827e-11
241,ADT.CD336,-7.155136,-0.5474924,8.358995943864664e-13,6.315685824253301e-12
242,ADT.CD44,-7.51139,-1.8336134,5.850267552046826e-14,4.5464936404478193e-13
243,ADT.CD205,-7.537211,-0.6369489,4.801295003215513e-14,3.8410360025724106e-13
244,ADT.CD158f,-7.612579,-0.9977133,2.6867968946981226e-14,2.214571985932998e-13
245,ADT.CD74,-7.6857667,-0.49745092,1.5208369715386908e-14,1.2927114258078873e-13
246,ADT.CD4,-7.8269944,-2.4672866,4.996705926548846e-15,4.3842064903912456e-14
247,ADT.CD5,-8.00015,-3.8200138,1.2426823889681714e-15,1.1655503786184229e-14
248,ADT.MR1,-8.186999,-0.950715,2.678186429188535e-16,2.6016668169260056e-15
249,ADT.CD84,-8.260623,-1.6568992,1.4491369603432735e-16,1.4598713081976681e-15
250,ADT.CD47,-8.262194,-0.98158723,1.430196002076193e-16,1.4598713081976681e-15
251,ADT.CD81,-8.281559,-1.618614,1.2157313087333617e-16,1.3227156639018975e-15
252,ADT.CD224,-8.512635,-1.4531645,1.700236000597547e-17,2.0107138789675338e-16
253,ADT.CD55,-8.660275,-0.93798524,4.706260835660366e-18,5.818649760452817e-17
254,ADT.CD7,-8.93318,-7.500583,4.13936520432956e-19,5.361463502750668e-18
255,ADT.CD119,-8.941815,-1.3248502,3.8282788509421697e-19,5.206459237281351e-18
256,ADT.LTR,-9.417054,-1.1615676,4.639220254346954e-21,7.422752406955126e-20
257,ADT.HLA.ABC,-10.0372715,-3.3688705,1.0452567980569753e-23,1.895398993809982e-22
258,ADT.CD29,-10.305771,-1.5938681,6.635783621807543e-25,1.2892379608083227e-23
259,ADT.Notch2,-10.31144,-1.7999921,6.255657265757737e-25,1.2892379608083227e-23
260,ADT.CD95,-10.365786,-1.4701384,3.5482985702421344e-25,8.042810092548837e-24
261,ADT.CD38,-10.653825,-1.9111708,1.6734474664508235e-26,4.1379791897693085e-25
262,ADT.CD107a,-10.792174,-1.4484491,3.748150891898657e-27,1.0194970425964346e-25
263,ADT.CD98,-10.885948,-1.3522319,1.3449132944691063e-27,4.0646268455066325e-26
264,ADT.CD49d,-10.947228,-2.031228,6.851175004672459e-28,2.329399501588636e-26
265,ADT.CD30,-10.970912,-0.775039,5.273770472987473e-28,2.049236526646561e-26
266,ADT.CD117,-11.287389,-1.5916008,1.5147014466029427e-29,6.86664655793334e-28
267,ADT.CD147,-11.310156,-3.375677,1.1688136122545712e-29,6.358346050664867e-28
268,ADT.HLA.DR,-11.672168,-4.345911,1.7685862281678965e-31,1.2026386351541696e-29
269,ADT.CD63,-12.754888,-3.2501569,2.9279738746073473e-37,2.654696312977328e-35
270,ADT.CD71,-13.297992,-3.765611,2.3776841897714196e-40,3.233650498089131e-38
271,ADT.CD155,-13.592486,-1.9875184,4.437468670288434e-42,1.206991478318454e-39
