,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
0,GO_Biological_Process_2025,Formation of Cytoplasmic Translation Initiation Complex (GO:0001732),8/13,2.969525575657428e-12,5.5470737753280755e-09,0,0,107.17278911564624,2844.646499523117,EIF3M;EIF3K;EIF3L;EIF3G;EIF3H;EIF3E;EIF3F;EIF3D
1,GO_Biological_Process_2025,Antigen Processing and Presentation of Exogenous Peptide Antigen (GO:0002478),10/31,1.779478841869652e-11,1.662033238306255e-08,0,0,32.08904109589041,794.2716510715104,HLA-DMA;HLA-DRB5;HLA-DRA;CTSF;CTSD;CTSS;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-E
2,GO_Biological_Process_2025,Antigen Processing and Presentation of Exogenous Peptide Antigen via MHC Class II (GO:0019886),9/25,5.98759106462702e-11,3.728273369574424e-08,0,0,37.785409556314,889.421190214596,HLA-DMA;HLA-DRB5;HLA-DRA;CTSF;CTSD;CTSS;HLA-DQA1;HLA-DRB1;HLA-DPA1
3,GO_Biological_Process_2025,Antigen Processing and Presentation of Peptide Antigen via MHC Class II (GO:0002495),9/27,1.3377018261439017e-10,6.247067528092021e-08,0,0,33.58361774744027,763.5201187027005,HLA-DMA;HLA-DRB5;HLA-DRA;CTSF;CTSD;CTSS;HLA-DQA1;HLA-DRB1;HLA-DPA1
4,GO_Biological_Process_2025,Cytoplasmic Translational Initiation (GO:0002183),9/36,2.385063367036843e-09,8.910596739249646e-07,0,0,22.37883959044369,444.3103796041534,EIF4A2;EIF3M;EIF3K;EIF3L;EIF3G;EIF3H;EIF3E;EIF3F;EIF3D
5,GO_Biological_Process_2025,MHC Class II Protein Complex Assembly (GO:0002399),6/13,1.770670155655938e-08,4.72515978680756e-06,0,0,57.020270270270274,1017.7732016448308,HLA-DRB5;HLA-DMA;HLA-DRA;HLA-DQA1;HLA-DRB1;HLA-DPA1
6,GO_Biological_Process_2025,Peptide Antigen Assembly With MHC Class II Protein Complex (GO:0002503),6/13,1.770670155655938e-08,4.72515978680756e-06,0,0,57.020270270270274,1017.7732016448308,HLA-DRB5;HLA-DMA;HLA-DRA;HLA-DQA1;HLA-DRB1;HLA-DPA1
7,GO_Biological_Process_2025,Positive Regulation of Immune System Process (GO:0002684),8/41,1.5268321012045773e-07,3.565152956312688e-05,0,0,16.2152133580705,254.496161605483,HLA-DMA;HLA-DRB5;HLA-DRA;LGALS9;ZP3;HLA-DQA1;HLA-DRB1;HLA-DPA1
8,GO_Biological_Process_2025,Peptide Antigen Assembly With MHC Protein Complex (GO:0002501),6/18,1.7973534226010038e-07,3.730506881576305e-05,0,0,33.25337837837838,516.484170159166,HLA-DRB5;HLA-DMA;HLA-DRA;HLA-DQA1;HLA-DRB1;HLA-DPA1
9,GO_Biological_Process_2025,Response to Type II Interferon (GO:0034341),9/60,2.7265844516422177e-07,5.093259755667663e-05,0,0,11.833166030917486,178.85884819279548,IFITM3;BST2;CD74;IFITM1;IFITM2;LGALS9;GBP2;AIF1;HLA-DPA1
10,GO_Biological_Process_2025,Response to Cytokine (GO:0034097),12/123,3.650104064616194e-07,6.198540357002773e-05,0,0,7.301770736253495,108.23663002777906,IFITM3;BST2;IGBP1;CD74;IFITM1;IFITM2;SELL;IL1B;LGALS9;TIMP1;AFF3;TLE5
