,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
10,GO_Biological_Process_2025,DNA Replication (GO:0006260),50/73,1.4493460747070037e-21,5.75653909126809e-19,0,0,10.231460730116044,490.9379654099526,FEN1;MCM7;MCM8;CHEK1;PCLAF;POLE;RFC5;UPF1;WDHD1;RFC3;RFC4;RFC2;RECQL;REV1;POLR1A;MCM4;MCM5;DNA2;MCM6;TOP1;BLM;RNASEH2A;SET;PNKP;POLD3;RECQL4;WRN;CHRAC1;RNASEH1;ORC3;POLD1;POLD2;MCMBP;SLC19A1;DUT;WDR18;DONSON;NAP1L1;TICRR;FAM111B;POLE4;FAM111A;POLA1;POLA2;POLE2;CDK2;POLE3;CDK1;CDK2AP1;SSBP1
11,GO_Biological_Process_2025,Mitotic Spindle Organization (GO:0007052),56/90,6.4911577074697116e-21,2.3633223353279313e-18,0,0,7.759981100874085,360.71376688111127,GPSM2;INTS13;ILK;KIF11;SMC3;KIF15;CHEK2;NUF2;STMN1;RCC1;DLGAP5;ARHGEF10;SUN2;NUDC;MAP1S;SPICE1;KIF23;SMC1A;TUBG1;CKAP5;RHOA;WRAP73;KIF2A;INCENP;KIFC1;BIRC5;KPNB1;DCTN6;TNKS;UHRF1;CDCA8;TTK;WDR62;AURKB;AURKA;CCNB1;FLNA;CEP192;MAP4;PCNT;CLASP1;STIL;PLK1;MZT1;NDC80;RAB11A;CENPE;TPX2;STAG2;CENPH;PRC1;PTPRA;KIF4A;CCDC61;RAN;SPC25
12,GO_Biological_Process_2025,Double-Strand Break Repair via Homologous Recombination (GO:0000724),63/114,1.5239206942484345e-19,5.121545779362623e-17,0,0,5.825659841401349,252.41320127846933,MUS81;FEN1;MRE11;MCM7;MCM8;TONSL;NUCKS1;SMC5;CHD4;SMC6;BRCA1;BRCA2;YY1;KAT5;SFR1;POGZ;REV3L;TOPBP1;GEN1;RMI2;RMI1;NSMCE2;TOP3A;RECQL;SPIDR;INIP;RAD51B;MMS22L;SFPQ;NSMCE4A;RAD51C;POLR1A;MCM3;MCM4;MCM5;MCM6;BLM;PSMD14;UHRF1;HTATSF1;RAD54B;RAD51AP1;RECQL4;WRN;PPP4C;CDC45;RAD21;RBBP8;RAD54L;GINS2;SLF1;SLF2;XRCC2;XRCC3;GINS4;CDC7;FANCB;INO80;RAD51;RFWD3;NABP2;UBE2N;AUNIP
13,GO_Biological_Process_2025,RNA Export From Nucleus (GO:0006405),45/67,5.090703973507629e-19,1.588663261446773e-16,0,0,9.613694855330545,404.9451767470779,SMG1;POM121;NUP107;NXT1;NUP188;RBM8A;FMR1;EIF4A3;PHAX;CASC3;SMG7;NUP160;SMG6;GLE1;XPO1;POM121C;NUP85;NUP62;XPO5;TPR;NUP88;HNRNPA1;EIF4E;NUP214;UPF1;CHTOP;SSB;NCBP1;NUP155;ALYREF;THOC3;NUP153;THOC2;THOC5;MAGOHB;THOC6;DDX19B;DDX39A;XPOT;SARNP;HNRNPA2B1;SRSF3;NCBP3;NUP98;RAN
14,GO_Biological_Process_2025,RNA Splicing (GO:0008380),54/92,1.4590051052198676e-18,4.2495955364704e-16,0,0,6.689703042008691,274.7379217945316,TCERG1;GEMIN2;USP39;CCAR2;SYNCRIP;RSRC1;KHSRP;DHX15;DHX16;SNRPD3;TXNL4A;NCBP1;SCAF11;SRRM1;PRPF4;SFPQ;PRPF3;SNRPG;SNRPA1;SRSF4;HNRNPH3;PPIG;SNRNP25;SNRPF;SLU7;SRSF7;SNRPB;SF3B4;SF3B2;SF3B3;DHX8;RBM8A;DDX23;WBP4;PRPF8;TRA2B;SMNDC1;SRSF10;SF3A3;SRPK2;FUS;LSM1;USB1;MAGOHB;LSM4;SRPK1;SMU1;SNRNP40;LSM6;RNPS1;SNRNP48;CDK12;HNRNPC;TARDBP
15,GO_Biological_Process_2025,Positive Regulation of Cell Cycle Process (GO:0090068),63/119,2.8417044853316043e-18,7.759629310258611e-16,0,0,5.303894797355562,214.28863454340748,GPSM2;FEN1;NUMA1;CEP120;NCAPG2;KIF14;SMC5;SMC6;SMC4;CDC14A;CSPP1;NUP62;NUSAP1;ZNF367;GEN1;DDX11;PRKCE;CEP295;KIF23;KNL1;RHOA;CDC25B;DYNC1LI1;DBF4;INCENP;BIRC5;PHIP;PKP4;KIF20B;RHNO1;LRP5;CDCA8;NCAPG;WIZ;NCAPH;AURKB;AURKA;RACGAP1;RAD21;TPR;MAP3K20;ECT2;E2F7;E2F8;PLK4;RANBP1;STIL;CENPV;RRM1;SPAG5;NCAPH2;XRCC3;CDC7;CDC6;INO80;NDC80;NSFL1C;SASS6;NCAPD2;PKN2;NCAPD3;RAD18;MAD2L1
16,GO_Biological_Process_2025,Chromatin Remodeling (GO:0006338),106/262,3.0549762218226222e-18,7.851288890084139e-16,0,0,3.2238067520372526,130.01535215974374,RB1;SMARCB1;MRE11;KDM1A;EHMT2;EHMT1;YEATS4;NUDT5;YY1;KAT5;ZNF83;RUVBL2;CHEK1;RUVBL1;PWWP2A;SMARCAD1;SMARCC1;KDM2A;KDM2B;PIH1D1;VRK1;CHD1L;HCFC1;CFDP1;SLFN11;HDGFL2;CGGBP1;GLYR1;INO80C;INO80D;SRCAP;BRCC3;UBR5;DMAP1;SUDS3;ZBTB7A;BARD1;SRPK2;CHTOP;CBX3;INO80;UBE2A;SMARCA4;COPRS;TADA2A;YEATS2;HNRNPC;LIN54;PHF2;SUV39H2;CHD8;CHD6;PSIP1;CHD4;BRCA1;CTCF;CHD3;BABAM1;SART3;BCL7C;BCL7B;KDM6A;BRD3;BRD2;PRMT5;SS18;PBRM1;DTX3L;PARP2;PRMT3;BAZ1B;ARID1A;RNF168;KAT2B;TAF6L;SFPQ;TOP1;HDAC4;HDAC2;HDAC3;HDAC1;UHRF1;DDX23;HDAC9;HDAC6;IWS1;PRIMPOL;CHRAC1;RBBP4;TDG;RBBP7;BRD7;BRD4;SMARCE1;MCRS1;DEK;NPM3;GATAD2B;GATAD2A;HIPK2;MYO1E;MYBBP1A;POLE3;HDGF;BCOR;ZNF335
17,GO_Biological_Process_2025,DNA-templated DNA Replication (GO:0006261),39/55,5.963594501740666e-18,1.4474969098947205e-15,0,0,11.440872109620326,453.75480722817673,PRIM2;MCM7;PNKP;PRIM1;MCM10;PRIMPOL;POLD3;CDC45;CHRAC1;ORC6;ORC3;POLD1;POLD2;MCMBP;TOPBP1;POLE;SLC19A1;RFC5;WDHD1;MGME1;RFC3;RRM1;RFC4;RFC2;WDR18;CDC6;POLE4;POLA1;POLA2;CDC34;POLR1A;POLE2;POLE3;MCM3;MCM4;CDK2AP1;MCM5;DNA2;SSBP1
18,GO_Biological_Process_2025,Sister Chromatid Segregation (GO:0000819),29/36,3.2529880931186874e-16,7.480160515176602e-14,0,0,19.40055304786304,691.8584001888968,RB1;TOP2A;NCAPG2;SKA3;SMC4;SKA1;SKA2;PPP1CC;CHAMP1;NUSAP1;KNTC1;SPAG5;PLK1;INO80;KNL1;SMC1A;TUBG1;KNSTRN;NDC80;ZWINT;LATS1;KIF18A;KIF18B;ESPL1;CENPI;KIFC1;ZW10;CENPK;RAN
19,GO_Biological_Process_2025,Recombinational Repair (GO:0000725),54/101,4.114876963850388e-16,8.988948727531174e-14,0,0,5.4057315049775525,191.507512398318,FEN1;MRE11;MCM8;TONSL;NUCKS1;SMC5;CHD4;SMC6;BRCA1;BRCA2;YY1;KAT5;SFR1;POGZ;REV3L;TOPBP1;GEN1;RMI2;ZGRF1;RMI1;NSMCE2;TOP3A;RECQL;SPIDR;INIP;RAD51B;MMS22L;SFPQ;NSMCE4A;RAD51C;POLR1A;RHNO1;BLM;PSMD14;UHRF1;HTATSF1;RAD54B;RAD51AP1;RECQL4;WRN;PPP4C;RBBP8;XRCC6;SLF1;SLF2;XRCC5;XRCC2;XRCC3;INO80;RAD51;RFWD3;NABP2;UBE2N;AUNIP
20,GO_Biological_Process_2025,DNA Recombination (GO:0006310),32/43,5.758354477996938e-16,1.1980119387794585e-13,0,0,13.631287231287232,478.3315435463507,BLM;RTEL1;MRE11;UHRF1;HMGB3;BRCA1;HMGB1;RAD54B;BRIP1;EXO1;RAD21;RBBP8;RAD54L;TOPBP1;BARD1;GEN1;RMI2;XRCC6;RMI1;XRCC5;ZGRF1;XRCC2;TOP3A;XRCC3;RAD51B;SUPV3L1;RAD51;RAD51C;MSH2;MSH3;POLR1A;RHNO1
21,GO_Biological_Process_2025,Regulation of DNA Metabolic Process (GO:0051052),58/116,1.8758885389642296e-15,3.725344103061236e-13,0,0,4.70723306544202,159.62083264889625,SMG1;USP37;DSCC1;EHMT2;GMNN;JADE1;JADE3;NUCKS1;SMC5;SMC6;BRCA1;SMC3;SMG6;YY1;BABAM1;ING5;RUVBL2;RUVBL1;SMARCAD1;KAT7;FBXO5;KPNA2;POLH;UPF1;NSMCE2;ACTL6A;ESCO2;CCNA2;KAT2B;TAF6L;NSMCE4A;SUB1;UBE2V2;INO80C;SF3B5;ENY2;INO80D;PARG;SF3B3;MEAF6;BRCC3;HDAC8;CHRAC1;ORC3;USP1;BARD1;SLF1;SLF2;XRCC5;MCRS1;YLPM1;INO80;TADA3;POLE3;UBE2N;TAF6;TAF5;TAF2
22,GO_Biological_Process_2025,Microtubule Cytoskeleton Organization Involved in Mitosis (GO:1902850),38/59,2.3286003146824685e-15,4.423328162977263e-13,0,0,8.48833985649054,286.00195561415035,DCTN6;GPSM2;INTS13;TNKS;ILK;TTK;KIF11;WDR62;AURKB;CCNB1;NUF2;STMN1;NUSAP1;RCC1;MAP4;PCNT;DLGAP5;CLASP1;SUN2;NUDC;STIL;MAP1S;PLK1;TUBG1;CKAP5;NDC80;CENPE;ESPL1;KIF2A;CENPH;PTPRA;KIF4A;CDK1;TACC3;BIRC5;KPNB1;RAN;SPC25
23,GO_Biological_Process_2025,Spindle Assembly (GO:0051225),43/73,3.811023571525746e-15,6.937650826664994e-13,0,0,6.729579879965704,223.42796454237867,HDAC3;NUMA1;TNKS;TUBGCP2;UHRF1;CDCA8;KIF11;SMC3;AURKB;KIF15;PPP2R1B;HAUS8;CHEK2;RCC1;FLNA;NEK2;CEP192;CLASP1;SAC3D1;ARHGEF10;HAUS4;SPICE1;HAUS6;HAUS5;INO80;SMC1A;HAUS2;RHOA;MZT1;RAB11A;HAUS1;WRAP73;TPX2;STAG2;KIF2A;INCENP;KIFC1;BIRC5;TUBGCP3;CEP63;MAPRE1;KPNB1;CCDC61
24,GO_Biological_Process_2025,Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775),40/65,4.240124300677576e-15,7.410041227864132e-13,0,0,7.507938320959452,248.4690908272165,NDUFB9;COX7B;NDUFB7;NDUFB6;NDUFA12;NDUFB3;NDUFB2;NDUFB1;UQCR11;UQCR10;COX6A1;COX5B;COX5A;NDUFV1;COX8A;NDUFA9;NDUFA7;NDUFA6;UQCC3;NDUFA4;NDUFA3;NDUFA2;NDUFA1;NDUFC2;NDUFC1;SDHC;SDHD;COX6C;SDHB;COX6B1;NDUFS8;NDUFS7;NDUFS6;UQCRQ;NDUFS5;NDUFAB1;NDUFS3;UQCRC1;CYCS;NDUFS1
