,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
0,GO_Biological_Process_2025,DNA Metabolic Process (GO:0006259),154/302,3.766950293400196e-40,1.6457805831865458e-36,0,0,5.009213759213759,454.7220886235894,DCLRE1B;SMARCB1;MRE11;FMR1;NUDT1;PARK7;TTF2;YY1;TRIM28;ZNF83;RUVBL2;CHEK1;RUVBL1;LONP1;PCLAF;SMARCAD1;KPNA2;NUDT15;GEN1;WDHD1;RECQL;REV1;CHD1L;INIP;MSH6;NEIL3;CDC34;MSH2;MSH3;TIMELESS;UBE2V2;DNA2;INO80C;RTEL1;BLM;SET;INO80D;RNASEH2A;PRKDC;PDS5B;PDS5A;RAD51AP1;BRIP1;ORC6;RAD21;ORC3;HLTF;EP400;BARD1;ZRANB3;ACD;XRCC6;UBE2B;XRCC5;FANCL;XRCC2;XRCC3;FANCA;FANCC;CDC6;INO80;UBE2A;FANCG;TDRD3;FAM111B;FAM111A;POLA1;POLA2;TDP1;UBE2T;CDK2;CDK1;NABP2;UBE2N;RAD17;MNAT1;RAD18;TOP2A;MUS81;FEN1;MCM7;MCM8;OGG1;HMGB2;HMGB3;MCM10;BRCA1;HMGB1;SYNCRIP;SUMO1;EXO1;POLK;TOPBP1;POLE;POLH;RFC5;UPF1;RMI2;RFC3;RFC4;PARP1;PARP2;RMI1;RFC2;ACTL6A;TOP3A;TERF1;SMC1A;DDB2;DDB1;RAD51B;SUPV3L1;RAD51C;NSMCE4A;POLR1A;MCM3;MCM4;MCM5;DNASE1;MCM6;TOP1;DCTPP1;PRIM2;PARG;PRIM1;PNKP;DOT1L;TYMS;RECQL4;POLD3;WRN;CDC45;POLD1;TDG;POLD2;LRIG1;RBBP8;RAD54L;MUTYH;DUT;RRM1;MCRS1;PTGES3;DONSON;GTF2H1;NAP1L1;GTF2H4;HNRNPAB;TICRR;RAD51;POLE2;POLE3;SSBP1;RAN
1,GO_Biological_Process_2025,DNA Repair (GO:0006281),152/302,9.259612623992323e-39,2.0227623777111236e-35,0,0,4.874761061946903,426.9079624723309,DCLRE1B;MRE11;FMR1;NUDT1;CIB1;NUCKS1;PARK7;TTF2;KAT5;TRIM28;EME1;ZNF83;CHEK2;HMCES;CHEK1;WDHD1;USP7;ZGRF1;RECQL;CHD1L;INIP;TRAIP;MSH6;NEIL3;MSH2;FANCD2;MSH3;TIMELESS;UBE2V2;DNA2;TP53;RHNO1;FTO;RNASEH2C;BLM;RNASEH2B;RNASEH2A;PRKDC;CDCA5;BRCC3;PDS5B;PDS5A;RAD51AP1;BRIP1;RAD21;HLTF;EP400;BARD1;ZRANB3;FANCI;XRCC6;XRCC4;UBE2B;XRCC5;FANCL;XRCC2;PLK1;XRCC3;FANCA;HMGA1;XRCC1;FANCC;INO80;FANCB;UBE2A;FANCE;FANCG;FAM111A;POLA1;PPP5C;TDP2;TDP1;UBE2T;CDK1;NABP2;UBE2N;RAD17;MNAT1;RAD18;MUS81;FEN1;OGG1;BRCA1;HMGB1;BRCA2;TENT4A;BABAM1;SUMO1;EXO1;POLK;TOPBP1;POLE;POLH;RFC5;UPF1;RMI2;RFC3;RFC4;PARP1;DTX3L;PARP2;RFC2;TOP3A;RAD23A;COMMD1;PARP9;SMC1A;DDB2;WDR33;DDB1;RAD51B;RNF168;RAD51C;NSMCE4A;POLR1A;PCNA;PNKP;DOT1L;FAAP20;UNG;PRIMPOL;RECQL4;POLD3;WRN;POLD1;TDG;NSD2;LRIG1;RBBP8;PMS2;RAD54L;ASCC2;ASCC3;PMS1;MUTYH;CDKN2D;MGME1;RRM1;CENPX;ERCC6L2;USP9X;HUWE1;APEX2;GTF2H1;MLH1;GTF2H4;TICRR;MAD2L2;RAD51;RFWD3;POLE2;TRIP13
2,GO_Biological_Process_2025,"mRNA Splicing, via Spliceosome (GO:0000398)",119/211,6.8148707861059604e-37,9.924723488165648e-34,0,0,6.184360273850805,515.0121339822393,GEMIN2;EIF4A3;HNRNPU;HNRNPR;CASC3;CWC27;EFTUD2;SNIP1;SNRPD3;TXNL4A;SRRM2;SCAF11;SRRM1;WDR77;DHX40;PRPF4;ILF3;DDX39A;HNRNPUL1;HNRNPUL2;PRPF3;GEMIN4;SNRPG;PPIE;SNRNP27;SRSF3;PPIH;SNRPE;SRSF4;GEMIN7;SNRPF;GEMIN8;SNRNP200;SNRPC;SRSF7;SNRPB;SRSF9;ZCCHC8;DDX5;DHX8;RBM8A;DHX9;CWF19L2;SNU13;C9ORF78;HTATSF1;PRPF8;ZMAT2;DHX38;RBM10;SRPK2;HSPA8;MAGOHB;LSM5;LSM4;LSM3;SRPK1;SMU1;HNRNPM;HNRNPK;SNW1;LSM6;HNRNPF;RNPS1;HNRNPC;DDX46;DDX41;PRPF19;USP39;SYNCRIP;UBL5;SART3;RSRC1;SNRNP70;DHX15;DHX16;CTNNBL1;RBM6;PRMT5;RBM17;NCBP1;BUD31;PRPF40A;SFPQ;HNRNPH1;SNRPA1;HNRNPH3;SLU7;SF3B4;SF3B5;SF3B2;SF3B3;SF3B6;DDX23;SRSF1;WBP4;LIN9;PUF60;U2AF2;TRA2B;RALY;HNRNPA1;DCPS;SRSF10;SF3A3;SF3A1;HNRNPA3;PPIL1;SF3A2;CDC5L;XAB2;SNRNP40;PHF5A;MFAP1;HNRNPA2B1;PRPF31;BUD13;PPIL3;RBMX
3,GO_Biological_Process_2025,DNA Damage Response (GO:0006974),182/421,7.068652802406671e-35,7.720736023428686e-32,0,0,3.675854253835425,289.050094752026,MDC1;MRE11;KDM1A;FMR1;NUDT1;SMC5;CIB1;SMC6;PARK7;TTF2;YY1;STK11;KAT5;TRIM28;ZNF83;HMCES;CHEK2;CHEK1;MACROD1;PCLAF;FBXO5;WDHD1;FBXW7;DDX11;RECQL;VRK1;PPP4R3A;CHD1L;VRK3;ATAD3A;WDR76;INIP;NRBP1;FOXP1;RBX1;TRAIP;MSH6;SLFN11;MSH2;MSH3;DDIT3;MAPKAPK2;TIMELESS;TP53;HDGFL2;BLM;RTEL1;DCUN1D5;PRKDC;HTRA2;FBXO45;BRCC3;PDS5B;PSEN1;PDS5A;RAD51AP1;BRIP1;UBR5;HLTF;EP400;TP53BP1;BARD1;ZRANB3;CBX5;NEK4;CRADD;UBE2B;FANCL;XRCC5;CBX3;XRCC2;XRCC3;CBX1;FANCA;CIDEB;FANCC;INO80;UBE2A;FANCG;FAM111A;POLA1;WNK1;TDP1;UBE2T;CDK2;BCL2;CDK1;NABP2;RAD17;UBA1;MNAT1;RAD18;TOP2A;MUS81;SMG1;FEN1;MCM7;MCM8;OGG1;SUV39H1;SETD7;CGAS;ASH2L;MCM10;BRCA1;BABAM1;PIDD1;ING3;PAXX;SUMO1;EXO1;TLK2;MLST8;DGCR8;CASP2;IKBKG;POLK;TOPBP1;POLH;RFC5;UPF1;RMI2;RFC3;RFC4;DTX3L;PARP1;RFC2;NCOA6;PARP2;TOP3A;CIP2A;BAZ1B;SMC1A;ZDHHC16;MASTL;GNL1;SPIDR;DDB2;DDB1;RNF168;RAD51B;NSMCE4A;RAD51C;POLR1A;CEP63;DTL;HDAC3;SPINDOC;UHRF1;PNKP;DOT1L;TANK;FAAP20;RECQL4;BCLAF1;WRN;POLD1;E2F1;RBBP8;LRIG1;RAD54L;LDLR;BRD4;MUTYH;SLF1;RRM1;SLF2;GTF2H1;GTF2H4;BATF;PPP1CA;TICRR;CUL4A;MAD2L2;RAD51;RFWD3;POLE2;SHLD2;POLE3;SHLD1;BAX;TAF1
4,GO_Biological_Process_2025,mRNA Processing (GO:0006397),120/226,9.783276823922008e-34,8.548627288743051e-31,0,0,5.409613709295017,411.1696921783242,TCERG1;GEMIN2;EIF4A3;HNRNPU;HNRNPR;CASC3;CWC27;EFTUD2;SNIP1;SNRPD3;TXNL4A;SRRM2;AQR;SCAF11;SRRM1;DHX40;PRPF4;DDX39A;PRPF3;SNRPG;PPIE;SNRNP27;PPIH;SNRPE;SRSF4;GEMIN7;SNRPF;SNRNP200;SNRPC;SRSF7;SNRPB;SRSF9;ZCCHC8;DDX5;DHX8;RBM8A;CSTF2;CWF19L2;SNU13;C9ORF78;HTATSF1;PRPF8;ZMAT2;DHX38;ZC3H13;RBM10;HSPA8;CPSF7;CPSF3;MAGOHB;LSM5;LSM4;LSM3;SMU1;HNRNPM;HNRNPK;SNW1;LSM6;SON;HNRNPF;PAF1;RNPS1;HNRNPC;DDX46;CELF1;CHD8;DDX41;PRPF19;USP39;SYNCRIP;UBL5;SART3;RSRC1;SNRNP70;DHX15;DHX16;CTNNBL1;RBM6;NCBP1;BUD31;PRPF40A;SFPQ;HNRNPH1;SNRPA1;HNRNPH3;SLU7;SF3B4;SF3B5;SF3B2;SF3B3;SF3B6;DDX23;SRSF1;WBP4;U2AF2;TRA2B;LEO1;RALY;HNRNPA1;SRSF10;HNRNPA0;SF3A3;SF3A1;HNRNPA3;PPIL1;SF3A2;TRMT10C;RNGTT;CDC5L;NUDT21;XAB2;SNRNP40;PHF5A;MFAP1;HNRNPA2B1;PRPF31;BUD13;PPIL3;RBMX;TRMT61B
5,GO_Biological_Process_2025,"RNA Splicing, via Transesterification Reactions With Bulged Adenosine as Nucleophile (GO:0000377)",99/171,3.418233425193677e-32,2.4890436391118625e-29,0,0,6.543929712460064,474.1312599286276,EIF4A3;HNRNPU;HNRNPR;CASC3;CWC27;EFTUD2;SNIP1;SNRPD3;TXNL4A;SRRM2;SRRM1;DHX40;PRPF4;DDX39A;PRPF3;SNRPG;PPIE;SNRNP27;PPIH;SNRPE;SRSF4;GEMIN7;SNRPF;SNRNP200;SNRPC;SNRPB;ZCCHC8;DDX5;DHX8;RBM8A;CWF19L2;SNU13;C9ORF78;HTATSF1;PRPF8;ZMAT2;DHX38;RBM10;HSPA8;LSM5;MAGOHB;LSM4;LSM3;SMU1;HNRNPM;HNRNPK;LSM6;SNW1;HNRNPF;RNPS1;HNRNPC;DDX46;DDX41;PRPF19;USP39;SYNCRIP;UBL5;SART3;RSRC1;SNRNP70;DHX15;DHX16;CTNNBL1;RBM6;NCBP1;BUD31;PRPF40A;HNRNPH1;SNRPA1;HNRNPH3;SLU7;SF3B4;SF3B5;SF3B2;SF3B3;SF3B6;DDX23;SRSF1;WBP4;U2AF2;TRA2B;RALY;HNRNPA1;SRSF10;SF3A3;HNRNPA3;PPIL1;SF3A1;SF3A2;CDC5L;XAB2;SNRNP40;PHF5A;MFAP1;HNRNPA2B1;BUD13;PRPF31;PPIL3;RBMX
6,GO_Biological_Process_2025,Mitotic Sister Chromatid Segregation (GO:0000070),76/120,1.254153438151401e-28,7.827709101833532e-26,0,0,8.179877249121335,525.5237541635546,NCAPG2;KIF14;KIF11;SMC3;TENT4A;SMC4;KIF15;PPP1CC;CDC23;CHEK2;CHMP1A;NUP62;NUSAP1;KNTC1;KMT5A;SPDL1;CEP55;DLGAP5;DIS3L2;ARHGEF10;NUDC;SPICE1;KIF23;TEX14;KNL1;KIF22;SMC1A;TUBG1;KNSTRN;RHOA;EML4;WRAP73;PSRC1;ESPL1;KIF2A;INCENP;KIFC1;ZW10;BIRC5;KIF2C;KPNB1;SEH1L;UHRF1;CDCA5;VPS4A;CDCA8;NCAPG;SKA3;NCAPH;SKA1;AURKB;SKA2;CCNB1;FLNA;CEP192;CLASP1;SPAG5;NCAPH2;PLK1;INO80;NDC80;ZWINT;MZT1;RAB11A;TPX2;CENPE;KIF18A;KIF18B;STAG2;CENPI;PRC1;CENPK;NCAPD2;NCAPD3;CCDC61;RAN
7,GO_Biological_Process_2025,Double-Strand Break Repair (GO:0006302),93/176,3.15958760747808e-26,1.7255297821339662e-23,0,0,5.3197714022224005,312.35979867916285,DCLRE1B;MUS81;FEN1;MRE11;MCM8;TONSL;HMGB2;CIB1;NUCKS1;SMC5;CHD4;SMC6;BRCA1;HMGB1;BRCA2;PRPF19;TENT4A;YY1;BABAM1;EME1;KAT5;PAXX;SFR1;ZNF83;CHEK2;POGZ;REV3L;SMARCAD1;POLK;TOPBP1;GEN1;RMI2;KDM2A;DTX3L;PARP1;ZGRF1;PARP2;RMI1;NSMCE2;TOP3A;RECQL;PARP9;SPIDR;INIP;RAD51B;RNF168;MMS22L;SFPQ;NSMCE4A;RAD51C;POLR1A;UBE2V2;DNA2;BLM;PSMD14;PRKDC;ATP23;UHRF1;CDCA5;PNKP;BRCC3;HTATSF1;RAD54B;RAD51AP1;RECQL4;BRIP1;WRN;PPP4C;RAD21;NSD2;RBBP8;TP53BP1;XRCC6;SLF1;SLF2;XRCC4;XRCC5;XRCC2;PLK1;XRCC3;XRCC1;INO80;MAD2L2;POLA1;PPP5C;RAD51;TDP2;TDP1;RFWD3;NABP2;UBE2N;AUNIP;TRIP13
8,GO_Biological_Process_2025,RNA Processing (GO:0006396),123/291,6.744305043767072e-23,3.273985415135371e-20,0,0,3.488332010195128,178.0819956736944,TCERG1;POP7;GEMIN2;SPPL2A;HNRNPU;HNRNPR;CCAR2;FBL;KHSRP;SNRPD3;SCAF11;PIH1D1;SRRM1;PRPF4;EBNA1BP2;HNRNPUL1;DKC1;PRPF3;MRTO4;SNRPG;SRSF4;PPIG;SNRNP25;SNRPF;SRSF7;SNRPB;SRSF9;FTO;ZCCHC8;DHX8;RBM8A;CSTF3;NOP2;ISG20L2;NOLC1;PRPF8;RRP7A;EMG1;HNRNPDL;ZC3H13;LYAR;SRPK2;INTS1;FUS;LSM1;USB1;MAGOHB;LSM5;LSM4;LSM3;SRPK1;HNRNPL;SMU1;HNRNPK;LSM6;SON;LAS1L;HNRNPF;HNRNPD;INTS7;RNPS1;PIN4;CDK12;HNRNPC;INTS9;INTS13;DDX49;CELF1;NVL;CHD8;INTS10;TENT4A;USP39;BICD1;SYNCRIP;RSRC1;DHX15;DHX16;PELP1;RBM6;NCBP1;PABPC4;SFPQ;HNRNPH1;SNRPA1;HNRNPH3;SLU7;SF3B4;SF3B2;SF3B3;NUFIP1;DDX23;SRSF1;WBP4;NOC4L;MRM3;EXOSC7;EXOSC10;PABPN1;U2AF2;EXOSC9;EXOSC8;RRP36;EXOSC3;EXOSC2;EXOSC1;HNRNPA0;SF3A3;NOP56;SF3A1;NOP58;SF3A2;TRMT10C;RNGTT;SSB;WDR18;NUDT21;SNRNP40;HNRNPA2B1;ACIN1;SNRNP48;TARDBP;TRMT61B
9,GO_Biological_Process_2025,Chromatin Organization (GO:0006325),131/323,2.4160039388268443e-22,1.055552120873448e-19,0,0,3.2536371298739373,161.94899794648353,RB1;SMARCB1;EHMT1;HNRNPU;SMC5;NUCKS1;YEATS4;SMC6;NUDT5;YY1;HMGN4;TRIM28;RUVBL2;CHEK1;RUVBL1;PWWP2A;SMARCAD1;KAT7;BANF1;HMGN2;HMGN1;SMARCC1;SUPT16H;KDM2A;KDM2B;DDX11;PIH1D1;NSMCE2;VRK1;CHD1L;HCFC1;CFDP1;SLFN11;THAP7;KAT6B;HAT1;HDGFL2;ASF1B;INO80C;DNMT1;INO80D;SRCAP;DHX9;PRDM16;DMAP1;SUDS3;ZBTB7A;BARD1;CHTOP;CBX3;INO80;UBE2A;SMARCA4;SRPK1;COPRS;CDAN1;TADA2A;NASP;YEATS2;ANP32B;HNRNPC;EZH2;TOP2A;PHF2;SUV39H2;USP36;SUV39H1;CHD8;SETD7;HP1BP3;CHD6;HMGB2;PSIP1;CHD4;BRCA1;CTCF;CHD3;ING5;CHAF1B;CHAF1A;SART3;BCL7C;BCL7B;KDM6A;BRD3;BRD2;PRMT5;SS18;PBRM1;PRMT3;BAZ1B;ARID1A;SAFB;KAT2B;TAF6L;SFPQ;NSMCE4A;DNAJC9;TOP1;HDAC4;HDAC2;HDAC3;HDAC1;HDAC8;IWS1;ATAD2B;CHRAC1;HIRIP3;RBBP4;UBN1;RBBP7;BRD7;BRD4;SMARCE1;SLF1;SLF2;MCRS1;ATAD2;NAP1L1;DEK;SSRP1;NPM3;GATAD2B;GATAD2A;NAP1L4;MYO1E;MYBBP1A;POLE3;HDGF;BCOR;FAM50A
