,names,scores,logfoldchanges,pvals,pvals_adj
178,ADT.CD83,-1.9114392,-0.2208123,0.055948169446010845,0.11959797224328558
179,ADT.CD88,-1.9238372,-0.2513759,0.0543749913015029,0.11831998107207031
180,ADT.CD1c,-1.9246923,-0.29607716,0.05426787039625683,0.11831998107207031
181,ADT.TSLPR,-1.9815524,-0.21579304,0.04752936703871023,0.10510559215064376
182,ADT.CD279,-1.984545,-0.16910201,0.04719512060578098,0.10510559215064376
183,ADT.KLRG1,-2.051238,-0.31432036,0.040243776083244386,0.09121922578868728
184,ADT.B7H4,-2.0640635,-0.4110183,0.039011689461503934,0.089169575912009
185,ADT.Tim4,-2.073469,-0.11770003,0.0381286535720383,0.08788977772537641
186,ADT.CD307c,-2.0828745,-0.34007674,0.037262671567407,0.086627749284912
187,ADT.CD29,-2.1978772,0.052688193,0.027957862629440628,0.06670647925620922
188,ADT.CD200,-2.2239559,-0.1856985,0.02615141696468541,0.06351058405709314
189,ADT.CD62E,-2.2590125,-0.105262816,0.023882613079069717,0.05852315997754021
190,ADT.LOX1,-2.3628995,-0.36716396,0.018132580388061537,0.04483692605047943
191,ADT.CD22,-2.3971012,-0.6196125,0.01652536034265009,0.04123759645138371
192,ADT.CD54,-2.401804,-0.5411675,0.016314452406151213,0.041088250504380835
193,ADT.CD325,-2.4556713,-0.19725388,0.014062170584599748,0.03608406036802954
194,ADT.CD158b,-2.486025,-0.31689972,0.012917881828557798,0.03346346530826401
195,ADT.CD271,-2.5099664,-0.47055852,0.012074268933596945,0.03157885721094586
196,ADT.CD147,-2.59376,-0.6846467,0.009493270682004689,0.025069608014614324
197,ADT.CD272,-2.6023104,-0.2061416,0.009259798155862987,0.024692795082301298
198,ADT.DR3,-2.6715686,-0.18740873,0.007549763676858229,0.02033203683272711
199,"RatIgG2a,IsotypeCtrl",-2.7292838,-0.296135,0.006347206773398303,0.017264402423643382
200,ADT.TIGIT,-2.781441,-0.33561397,0.005411815145305078,0.014868825449727084
201,ADT.PSMA,-2.8293233,-0.41610932,0.0046646556333028435,0.013080271466581169
202,ADT.CD62P,-2.8344536,-0.38100365,0.0045904138784855315,0.013006172655709004
203,ADT.CD314,-2.8370187,-0.31132573,0.004553695764937115,0.013006172655709004
204,ADT.CD278,-2.8374462,-0.38000703,0.0045476020094112725,0.013006172655709004
205,ADT.CD192,-2.8622422,-0.42641944,0.004206552466104855,0.012303035169683016
206,ADT.CX3CR1,-2.8797705,-0.21928453,0.003979646842904612,0.011765912405109288
207,ADT.CD49f,-2.8840458,-1.0637321,0.003926017216485753,0.011734908603122252
208,ADT.CCRL2,-2.8977263,-0.39521122,0.0037587838131550024,0.01135987996864623
