,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
0,GO_Biological_Process_2025,Defense Response to Gram-negative Bacterium (GO:0050829),8/87,1.3293879733591836e-05,0.0108217439097134,0,0,8.231404958677686,92.42391712279232,PYCARD;CTSG;ROMO1;RNASE3;AZU1;RNASE2;LYZ;ELANE
1,GO_Biological_Process_2025,ERAD Pathway (GO:0036503),8/91,1.852273576909006e-05,0.0108217439097134,0,0,7.833117594344319,85.35365688714842,PRKN;HSPA5;CANX;ERLIN1;MAN1A1;SEC61B;CALR;HSP90B1
2,GO_Biological_Process_2025,Defense Response to Bacterium (GO:0042742),12/221,2.333256934338964e-05,0.0108217439097134,0,0,4.714165091874071,50.279683692183184,PYCARD;CTSG;ROMO1;HLA-A;RNASE3;AZU1;FAU;RNASE2;LYZ;LYST;MPO;ELANE
3,GO_Biological_Process_2025,Regulation of Apoptotic Process (GO:0042981),23/704,2.7553771889785984e-05,0.0108217439097134,0,0,2.837153188819241,29.788324256646003,PRKN;HSPA5;CITED2;ACTN1;NME2;HSPB1;AZU1;RNASE3;MPO;HSP90B1;HIGD2A;PYCARD;MYDGF;PRDX5;CCND2;MYC;APEX1;RACK1;FLNA;EMILIN2;MNDA;CALR;CTSD
4,GO_Biological_Process_2025,Response to Endoplasmic Reticulum Stress (GO:0034976),11/196,3.781289911581199e-05,0.0118808129021881,0,0,4.867465792151985,49.564724016372914,PRKN;SERP1;HSPA5;CANX;ERLIN1;ATP2A3;MAN1A1;CALR;SEC61B;P4HB;HSP90B1
5,GO_Biological_Process_2025,Positive Regulation of Substrate Adhesion-Dependent Cell Spreading (GO:1900026),5/35,7.005596954061262e-05,0.018342988024717,0,0,13.414965986394558,128.33046320467062,DOCK5;FLNA;CALR;P4HB;RREB1
6,GO_Biological_Process_2025,Oxidative Phosphorylation (GO:0006119),6/60,0.00010224697413065189,0.0228715740833724,0,0,8.969034608378871,82.40856049287096,NDUFB9;UQCRB;CHCHD10;ATP5F1D;ATP5F1E;ATP5ME
7,GO_Biological_Process_2025,Regulation of Phagocytosis (GO:0050764),6/62,0.00012296553097638615,0.0228715740833724,0,0,8.647833723653395,77.86169173347925,PYCARD;RACK1;CYBA;PRTN3;AZU1;CALR
8,GO_Biological_Process_2025,Energy Derivation by Oxidation of Organic Compounds (GO:0015980),5/40,0.00013495501305153202,0.0228715740833724,0,0,11.495626822157435,102.43257682151452,UQCRB;COX4I1;UQCR11;COX7C;COX6B1
9,GO_Biological_Process_2025,Aerobic Electron Transport Chain (GO:0019646),6/64,0.00014688143087821244,0.0228715740833724,0,0,8.348784624081402,73.68541205788097,NDUFB9;UQCRB;COX4I1;UQCR11;COX7C;COX6B1
10,GO_Biological_Process_2025,Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775),6/65,0.00016014469440935484,0.0228715740833724,0,0,8.206863017504862,71.72332793336369,NDUFB9;UQCRB;COX4I1;UQCR11;COX7C;COX6B1
11,GO_Biological_Process_2025,ATP Biosynthetic Process (GO:0006754),4/24,0.00020799507588759527,0.0267255070023164,0,0,16.040650406504064,135.99257242449335,ATP5MC2;ATP5F1D;ATP5F1E;ATP5ME
12,GO_Biological_Process_2025,Defense Response to Gram-positive Bacterium (GO:0050830),7/98,0.0002306948055331701,0.0267255070023164,0,0,6.223171889838556,52.115423456461926,CTSG;ROMO1;HLA-A;RNASE3;FAU;RNASE2;LYZ
13,GO_Biological_Process_2025,Establishment of Protein Localization to Mitochondrion (GO:0072655),5/45,0.00023816492554578635,0.0267255070023164,0,0,10.056122448979592,83.8936757753732,PAM16;TIMM13;TOMM7;TSPO;ROMO1
14,GO_Biological_Process_2025,Negative Regulation of Apoptotic Process (GO:0043066),16/475,0.0003365591117310899,0.0336209705801908,0,0,2.873731448894848,22.980473909837663,PRKN;GRN;HSPA5;CITED2;NME2;HSPB1;AZU1;RNASE3;MPO;HSP90B1;HIGD2A;MYDGF;PRDX5;CCND2;MYC;FLNA
15,GO_Biological_Process_2025,Negative Regulation of Programmed Cell Death (GO:0043069),14/382,0.0003424159957244131,0.0336209705801908,0,0,3.1244012527634486,24.931110425584087,HSPA5;CITED2;NME2;HSPB1;AZU1;RNASE3;MPO;HSP90B1;HIGD2A;MYDGF;PRDX5;CCND2;MYC;FLNA
16,GO_Biological_Process_2025,Post-Translational Protein Targeting to Endoplasmic Reticulum Membrane (GO:0006620),3/12,0.0003905560161877159,0.0360919706724059,0,0,26.64102564102564,209.0771481677417,HSPA5;SEC61G;SEC61B
17,GO_Biological_Process_2025,Regulation of Substrate Adhesion-Dependent Cell Spreading (GO:1900024),5/52,0.000471902256570215,0.0399209009908208,0,0,8.555362570560138,65.52328621799688,DOCK5;FLNA;CALR;P4HB;RREB1
18,GO_Biological_Process_2025,Formation of Cytoplasmic Translation Initiation Complex (GO:0001732),3/13,0.0005030451781781706,0.0399209009908208,0,0,23.975708502024293,182.091443975185,EIF3K;EIF3H;EIF3E
19,GO_Biological_Process_2025,Antibacterial Humoral Response (GO:0019731),5/53,0.0005158055652148288,0.0399209009908208,0,0,8.376700680272108,63.40978693056395,CTSG;HLA-A;RNASE3;FAU;RNASE2
20,GO_Biological_Process_2025,Antimicrobial Humoral Response (GO:0019730),8/147,0.0005336339406793369,0.0399209009908208,0,0,4.664010940008324,35.14705577976929,PRTN3;CTSG;ROMO1;HLA-A;RNASE3;AZU1;FAU;LYZ
21,GO_Biological_Process_2025,Negative Regulation of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435),4/32,0.000650809703136587,0.046473729255799,0,0,11.452961672473869,84.03373863741156,HSP90AB1;EIF3H;FHIT;OGT
22,GO_Biological_Process_2025,Cellular Respiration (GO:0045333),6/85,0.0006890612000544573,0.0470658758819805,0,0,6.122950819672131,44.57618695430742,NDUFB9;UQCRB;COX4I1;UQCR11;COX7C;COX6B1
23,GO_Biological_Process_2025,Proton Motive Force-Driven ATP Synthesis (GO:0015986),5/59,0.0008468351675868665,0.0554324186782902,0,0,7.443688586545729,52.656686480305616,NDUFB9;ATP5MC2;ATP5F1D;ATP5F1E;ATP5ME
24,GO_Biological_Process_2025,Protein Targeting to Mitochondrion (GO:0006626),5/60,0.0009145253088739544,0.0574687704096393,0,0,7.307977736549165,51.134690596189856,PAM16;TIMM13;TOMM7;TSPO;ROMO1
25,GO_Biological_Process_2025,Positive Regulation of Collagen Biosynthetic Process (GO:0032967),3/16,0.0009580407352818792,0.0578877690433781,0,0,18.4400498287138,128.1697839298215,PRDX5;RGCC;RUNX1
26,GO_Biological_Process_2025,Cytoplasmic Translational Initiation (GO:0002183),4/36,0.0010251861648835,0.0596506468530392,0,0,10.019308943089433,68.96171174472018,EIF3K;EIF3H;EIF3E;MIF4GD
27,GO_Biological_Process_2025,Positive Regulation of Collagen Metabolic Process (GO:0010714),3/17,0.0011526424458988,0.0646714743752554,0,0,17.122035858877965,115.8425270781132,PRDX5;RGCC;RUNX1
28,GO_Biological_Process_2025,MHC Class I Protein Complex Assembly (GO:0002397),2/5,0.0015180521410465,0.0769309649543258,0,0,53.083333333333336,344.52820496474425,CALR;HLA-A
29,GO_Biological_Process_2025,NADPH Oxidation (GO:0070995),2/5,0.0015180521410465,0.0769309649543258,0,0,53.083333333333336,344.52820496474425,PRDX5;KCNAB2
30,GO_Biological_Process_2025,Peptide Antigen Assembly With MHC Class I Protein Complex (GO:0002502),2/5,0.0015180521410465,0.0769309649543258,0,0,53.083333333333336,344.52820496474425,CALR;HLA-A
31,GO_Biological_Process_2025,Regulation of Translational Initiation (GO:0006446),5/69,0.0017184021961088,0.0843628078152181,0,0,6.277423469387755,39.96434003671223,LARP1;HSPB1;EIF3H;EIF3E;MIF4GD
32,GO_Biological_Process_2025,Regulation of Collagen Biosynthetic Process (GO:0032965),3/20,0.0018796380491125,0.0865320015873303,0,0,14.098356751607524,88.4908181353615,PRDX5;RGCC;RUNX1
33,GO_Biological_Process_2025,Negative Regulation of Ubiquitin-Dependent Protein Catabolic Process (GO:2000059),4/43,0.0020060696319491,0.0865320015873303,0,0,8.218052949760267,51.04707590465461,HSP90AB1;EIF3H;FHIT;OGT
34,GO_Biological_Process_2025,Innate Immune Response in Mucosa (GO:0002227),3/21,0.0021728033715181,0.0865320015873303,0,0,13.314439946018894,81.6406449687571,RNASE3;FAU;RNASE2
35,GO_Biological_Process_2025,Positive Regulation of Response to Biotic Stimulus (GO:0002833),4/44,0.0021852910055902,0.0865320015873303,0,0,8.012195121951219,49.08275760133892,GRN;EMILIN2;CYBA;EREG
36,GO_Biological_Process_2025,Positive Regulation of Cell-Substrate Adhesion (GO:0010811),5/73,0.0022059161755245,0.0865320015873303,0,0,5.906962785114046,36.1306015653926,DOCK5;FLNA;CALR;P4HB;RREB1
37,GO_Biological_Process_2025,Negative Regulation of Granulocyte Differentiation (GO:0030853),2/6,0.0022583144908214,0.0865320015873303,0,0,39.810483870967744,242.5707141271066,INPP5D;RUNX1
38,GO_Biological_Process_2025,Negative Regulation of Neutrophil Activation (GO:1902564),2/6,0.0022583144908214,0.0865320015873303,0,0,39.810483870967744,242.5707141271066,GRN;CLEC12A
39,GO_Biological_Process_2025,Positive Regulation of Type 2 Mitophagy (GO:1905091),2/6,0.0022583144908214,0.0865320015873303,0,0,39.810483870967744,242.5707141271066,PRKN;TOMM7
40,GO_Biological_Process_2025,"Post-Translational Protein Targeting to Membrane, Translocation (GO:0031204)",2/6,0.0022583144908214,0.0865320015873303,0,0,39.810483870967744,242.5707141271066,SEC61G;SEC61B
41,GO_Biological_Process_2025,Regulation of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434),6/109,0.0024902596387873,0.0910749801537789,0,0,4.690514085627885,28.121359465944305,PRKN;HSP90AB1;RACK1;EIF3H;FHIT;OGT
42,GO_Biological_Process_2025,Intracellular Protein Transmembrane Transport (GO:0065002),3/22,0.002492822499435,0.0910749801537789,0,0,12.613040698913276,75.60685030356616,HSPA5;SEC61G;SEC61B
43,GO_Biological_Process_2025,Negative Regulation of Proteasomal Protein Catabolic Process (GO:1901799),4/46,0.0025762793966117,0.0919848848199341,0,0,7.629887727448703,45.48488148340651,HSP90AB1;EIF3H;FHIT;OGT
44,GO_Biological_Process_2025,Negative Regulation of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176),3/23,0.0028404915044901,0.0991647145234216,0,0,11.98178137651822,70.25850815507653,PRKN;RACK1;HSPB1
45,GO_Biological_Process_2025,Regulation of Type 2 Mitophagy (GO:1905089),2/7,0.0031356123465453,0.1010644409862324,0,0,31.846774193548388,183.59444936913107,PRKN;TOMM7
46,GO_Biological_Process_2025,Negative Regulation of Mitochondrial Fusion (GO:0010637),2/7,0.0031356123465453,0.1010644409862324,0,0,31.846774193548388,183.59444936913107,PRKN;VAT1
47,GO_Biological_Process_2025,"Positive Regulation of CD8-positive, Alpha-Beta T Cell Activation (GO:2001187)",2/7,0.0031356123465453,0.1010644409862324,0,0,31.846774193548388,183.59444936913107,HLA-A;RUNX1
48,GO_Biological_Process_2025,Positive Regulation of Cellular Response to Transforming Growth Factor Beta Stimulus (GO:1903846),3/24,0.003216564003381,0.1010644409862324,0,0,11.410641989589358,65.49071296238316,ZEB2;HSP90AB1;CITED2
49,GO_Biological_Process_2025,Positive Regulation of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030511),3/24,0.003216564003381,0.1010644409862324,0,0,11.410641989589358,65.49071296238316,ZEB2;HSP90AB1;CITED2
50,GO_Biological_Process_2025,Positive Regulation of Tumor Necrosis Factor Production (GO:0032760),5/82,0.003660392195603,0.1127544341037713,0,0,5.21415319374503,29.252363931182263,C1QTNF4;PYCARD;HSPB1;CYBA;AZU1
51,GO_Biological_Process_2025,Regulation of Translation (GO:0006417),8/201,0.0038757798357351,0.1142814798272695,0,0,3.34980516421873,18.601496176723224,LARP1;RACK1;HSPB1;EIF3H;EIF3E;CALR;MIF4GD;OGT
52,GO_Biological_Process_2025,Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776),4/52,0.0040320259928028,0.1142814798272695,0,0,6.674119241192412,36.79766501160051,NDUFB9;ATP5F1D;ATP5F1E;ATP5ME
53,GO_Biological_Process_2025,Regulation of Defense Response to Bacterium (GO:1900424),2/8,0.0041464317951332,0.1142814798272695,0,0,26.537634408602152,145.5723825756494,GRN;EMILIN2
54,GO_Biological_Process_2025,Regulation of Endoplasmic Reticulum Unfolded Protein Response (GO:1900101),2/8,0.0041464317951332,0.1142814798272695,0,0,26.537634408602152,145.5723825756494,HSPA5;RACK1
55,GO_Biological_Process_2025,Regulation of Intrinsic Apoptotic Signaling Pathway by P53 Class Mediator (GO:1902253),2/8,0.0041464317951332,0.1142814798272695,0,0,26.537634408602152,145.5723825756494,PRKN;MYC
56,GO_Biological_Process_2025,Nucleoside Triphosphate Metabolic Process (GO:0009141),2/8,0.0041464317951332,0.1142814798272695,0,0,26.537634408602152,145.5723825756494,NME2;NME3
57,GO_Biological_Process_2025,Positive Regulation of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557),5/85,0.004269854515699,0.1145810610094484,0,0,5.017857142857143,27.378309323712863,C1QTNF4;PYCARD;HSPB1;CYBA;AZU1
58,GO_Biological_Process_2025,Positive Regulation of B Cell Activation (GO:0050871),4/53,0.0043190653455893,0.1145810610094484,0,0,6.537580886012941,35.595272920556624,SH3KBP1;INPP5D;IRS2;TNFSF13B
59,GO_Biological_Process_2025,Protein Metabolic Process (GO:0019538),16/614,0.0046819233976031,0.1145810610094484,0,0,2.189863648057628,11.746529935556602,PRKN;MMP2;PRSS57;RRBP1;DENND3;AZU1;SERP1;NACA;CTSG;PRTN3;MAN2B1;CALR;FAU;CTSD;UBA52;ELANE
60,GO_Biological_Process_2025,Positive Regulation of Biosynthetic Process (GO:0009891),5/87,0.0047143233111273,0.1145810610094484,0,0,4.89497262319562,26.223102057322063,PRDX5;HSP90AB1;RGCC;CYBA;RUNX1
61,GO_Biological_Process_2025,Regulation of Glucose Metabolic Process (GO:0010906),3/28,0.0050185393301164,0.1145810610094484,0,0,9.582995951417004,50.73828712028751,PRKN;IRS2;OGT
62,GO_Biological_Process_2025,Establishment of Protein Localization to Mitochondrial Membrane (GO:0090151),3/28,0.0050185393301164,0.1145810610094484,0,0,9.582995951417004,50.73828712028751,TIMM13;TOMM7;ROMO1
63,GO_Biological_Process_2025,Hydrogen Peroxide Metabolic Process (GO:0042743),3/28,0.0050185393301164,0.1145810610094484,0,0,9.582995951417004,50.73828712028751,PRDX5;CYBA;MPO
64,GO_Biological_Process_2025,Mucosal Immune Response (GO:0002385),3/28,0.0050185393301164,0.1145810610094484,0,0,9.582995951417004,50.73828712028751,RNASE3;FAU;RNASE2
65,GO_Biological_Process_2025,Positive Regulation of Fibroblast Proliferation (GO:0048146),3/28,0.0050185393301164,0.1145810610094484,0,0,9.582995951417004,50.73828712028751,MYC;S100A6;EREG
66,GO_Biological_Process_2025,Positive Regulation of Viral Genome Replication (GO:0045070),3/28,0.0050185393301164,0.1145810610094484,0,0,9.582995951417004,50.73828712028751,TOP2B;LARP1;PABPC1
67,GO_Biological_Process_2025,DNA Topological Change (GO:0006265),2/9,0.0052873247203849,0.1145810610094484,0,0,22.745391705069125,119.24141691005454,TOP2B;TOP1MT
68,GO_Biological_Process_2025,Regulation of Neutrophil Activation (GO:1902563),2/9,0.0052873247203849,0.1145810610094484,0,0,22.745391705069125,119.24141691005454,GRN;CLEC12A
69,GO_Biological_Process_2025,Modification-Dependent Macromolecule Catabolic Process (GO:0043632),2/9,0.0052873247203849,0.1145810610094484,0,0,22.745391705069125,119.24141691005454,FAU;UBA52
70,GO_Biological_Process_2025,Negative Regulation of Oxidoreductase Activity (GO:0051354),2/9,0.0052873247203849,0.1145810610094484,0,0,22.745391705069125,119.24141691005454,PRKN;PRDX5
71,GO_Biological_Process_2025,Positive Regulation of Cellular Process (GO:0048522),16/622,0.0052879500532924,0.1145810610094484,0,0,2.16005190262616,11.323693273438282,GRN;CSF3R;HSP90AB1;CITED2;CLEC11A;IRS2;AZU1;CST7;DNPH1;ARID1B;EREG;CCND2;MYC;PRTN3;CALR;P4HB
72,GO_Biological_Process_2025,Protein Stabilization (GO:0050821),8/212,0.0053242631786694,0.1145810610094484,0,0,3.167395883973424,16.582840802667285,PRKN;GRN;HSP90AB1;GNAQ;FLNA;MFSD1;CALR;PPIB
73,GO_Biological_Process_2025,mRNA Stabilization (GO:0048255),4/57,0.0056047275105052,0.1189868502568066,0,0,6.042951372909956,31.32753517263119,LARP1;TENT5A;PABPC1;MAPK14
74,GO_Biological_Process_2025,Positive Regulation of Defense Response (GO:0031349),6/130,0.0059108244650287,0.1238120697941359,0,0,3.891988365943945,19.969675366605657,PYCARD;GRN;NKG7;EMILIN2;CYBA;EREG
75,GO_Biological_Process_2025,Positive Regulation of Defense Response to Bacterium (GO:1900426),2/10,0.0065549077304943,0.1354968426921921,0,0,19.90120967741936,100.05415234065944,GRN;EMILIN2
76,GO_Biological_Process_2025,Natural Killer Cell Mediated Immunity (GO:0002228),3/31,0.0066992797180418,0.1366827069745949,0,0,8.554945054945055,42.82396123461456,NKG7;LYST;HCST
77,GO_Biological_Process_2025,Mitochondrion Organization (GO:0007005),6/135,0.0070740917100945,0.1424794625199812,0,0,3.7401829965688154,18.51882875123964,RAB32;PRKN;AGTPBP1;CHCHD10;NME3;HIGD2A
78,GO_Biological_Process_2025,Natural Killer Cell Mediated Cytotoxicity (GO:0042267),3/32,0.0073249855243566,0.1438500586712244,0,0,8.259528130671507,40.60767353968273,NKG7;LYST;HCST
79,GO_Biological_Process_2025,Protein Targeting (GO:0006605),6/136,0.0073252735160394,0.1438500586712244,0,0,3.711223203026482,18.245949736922334,NACA;SEC61G;TIMM13;TOMM7;TSPO;MAN1A1
80,GO_Biological_Process_2025,Regulation of Protein Localization (GO:0032880),5/97,0.0074391585879988,0.1442829400215583,0,0,4.360692102928128,21.37174122355077,HSP90AB1;RACK1;KCNAB2;RAB11FIP3;CTSD
81,GO_Biological_Process_2025,protein-RNA Complex Assembly (GO:0022618),6/138,0.0078468775482662,0.1462721486950335,0,0,3.6546199701937407,17.71628045709236,HSP90AB1;SNRPD2;EIF3K;EIF3H;EIF3E;FAU
82,GO_Biological_Process_2025,Regulation of Programmed Necrotic Cell Death (GO:0062098),2/11,0.0079458610913565,0.1462721486950335,0,0,17.689068100358423,85.5284857560142,PRKN;OGT
83,GO_Biological_Process_2025,"Mitochondrial Electron Transport, Ubiquinol to Cytochrome C (GO:0006122)",2/11,0.0079458610913565,0.1462721486950335,0,0,17.689068100358423,85.5284857560142,UQCRB;UQCR11
84,GO_Biological_Process_2025,RNA Metabolic Process (GO:0016070),4/63,0.0079753658903469,0.1462721486950335,0,0,5.426760369298608,26.21883784722409,MYC;RNASET2;RNASE3;RNASE2
85,GO_Biological_Process_2025,Positive Regulation of Cytokine Production (GO:0001819),10/325,0.0080072595721024,0.1462721486950335,0,0,2.570767195767196,12.410138790822865,PYCARD;C1QTNF4;RGCC;CLEC12A;CYBA;HLA-A;MAPK14;ELANE;RUNX1;EREG
86,GO_Biological_Process_2025,Positive Regulation of Cell Population Proliferation (GO:0008284),13/484,0.0081573617803397,0.1473013259415374,0,0,2.2452184507332453,10.796883886458732,GRN;CSF3R;CLEC11A;NME2;IRS2;EREG;CCND2;NACA;MYC;S100A6;PRTN3;CALR;ELANE
87,GO_Biological_Process_2025,Positive Regulation of Phagocytosis (GO:0050766),4/64,0.0084253152981393,0.150411026515646,0,0,5.336043360433604,25.48768783985275,PYCARD;CYBA;AZU1;CALR
88,GO_Biological_Process_2025,Integrated Stress Response Signaling (GO:0140467),3/34,0.0086771600151477,0.1531664986943492,0,0,7.725871751338644,36.675184412574936,NFE2;CEBPD;CEBPE
89,GO_Biological_Process_2025,Platelet Aggregation (GO:0070527),3/35,0.0094043748962857,0.161487319382537,0,0,7.4840587044534415,34.924960790605006,ACTN1;HSPB1;FLNA
90,GO_Biological_Process_2025,Catecholamine Metabolic Process (GO:0006584),2/12,0.0094569276786718,0.161487319382537,0,0,15.919354838709678,74.20023577459912,PRKN;COMT
91,GO_Biological_Process_2025,Protein Insertion Into Mitochondrial Inner Membrane (GO:0045039),2/12,0.0094569276786718,0.161487319382537,0,0,15.919354838709678,74.20023577459912,TIMM13;ROMO1
92,GO_Biological_Process_2025,Negative Regulation of Protein Metabolic Process (GO:0051248),6/146,0.0102026988013739,0.1723488152361124,0,0,3.4443793911007026,15.79283429759551,CSTA;LARP1;RACK1;FLNA;CALR;PFDN5
93,GO_Biological_Process_2025,Ras Protein Signal Transduction (GO:0007265),4/68,0.0103903711643668,0.173651841481068,0,0,5.001524390243903,22.841340457232207,RASGEF1B;RGL4;RASGRP2;SOS2
94,GO_Biological_Process_2025,"Mitochondrial Electron Transport, Cytochrome C to Oxygen (GO:0006123)",2/13,0.0110849119456192,0.1795298625419361,0,0,14.47140762463343,65.15274275739714,COX7C;COX6B1
95,GO_Biological_Process_2025,Negative Regulation of Alcohol Biosynthetic Process (GO:1902931),2/13,0.0110849119456192,0.1795298625419361,0,0,14.47140762463343,65.15274275739714,GFI1;ERLIN1
96,GO_Biological_Process_2025,Negative Regulation of Bone Mineralization (GO:0030502),2/13,0.0110849119456192,0.1795298625419361,0,0,14.47140762463343,65.15274275739714,SRGN;RFLNB
97,GO_Biological_Process_2025,Positive Regulation of Vasculature Development (GO:1904018),5/109,0.0119643495232998,0.1903176741616116,0,0,3.8551805337519625,17.062350237833506,MYDGF;GRN;HSPB1;EMILIN2;RUNX1
98,GO_Biological_Process_2025,Positive Regulation of Transcription by RNA Polymerase II (GO:0045944),21/983,0.0119932843679182,0.1903176741616116,0,0,1.7909740442491535,7.922209670656543,PRKN;MLXIP;ZNF593;HSPA5;CITED2;CEBPE;NME2;TRERF1;RUNX1;FOSL2;PLAC8;MYDGF;ZEB2;RGCC;NACA;MYC;APEX1;MYB;CYTL1;OGT;RREB1
99,GO_Biological_Process_2025,Regulation of Mitochondrial Fusion (GO:0010635),2/14,0.0128266789053476,0.1956379860223412,0,0,13.26478494623656,57.78442743353877,PRKN;VAT1
100,GO_Biological_Process_2025,"Blood Coagulation, Fibrin Clot Formation (GO:0072378)",2/14,0.0128266789053476,0.1956379860223412,0,0,13.26478494623656,57.78442743353877,F13A1;FLNA
101,GO_Biological_Process_2025,Negative Regulation of Neuroinflammatory Response (GO:0150079),2/14,0.0128266789053476,0.1956379860223412,0,0,13.26478494623656,57.78442743353877,GRN;CST7
102,GO_Biological_Process_2025,Protein Activation Cascade (GO:0072376),2/14,0.0128266789053476,0.1956379860223412,0,0,13.26478494623656,57.78442743353877,F13A1;FLNA
103,GO_Biological_Process_2025,Nucleic Acid Catabolic Process (GO:0141188),3/40,0.0135639680818265,0.2022890311662542,0,0,6.47105810263705,27.827739698360627,RNASET2;RNASE3;RNASE2
104,GO_Biological_Process_2025,Myeloid Leukocyte Differentiation (GO:0002573),4/74,0.0138567329640059,0.2022890311662542,0,0,4.571428571428571,19.561069850919576,CEBPE;PRTN3;MAPK14;RUNX1
105,GO_Biological_Process_2025,Antigen Receptor-Mediated Signaling Pathway (GO:0050851),5/114,0.0143046672403711,0.2022890311662542,0,0,3.677401235723648,15.618546053288137,FYB1;INPP5D;MNDA;HLA-A;PRAM1
106,GO_Biological_Process_2025,RNA Stabilization (GO:0043489),3/41,0.0145022909575961,0.2022890311662542,0,0,6.30044747496271,26.672620825524017,LARP1;TENT5A;PABPC1
107,GO_Biological_Process_2025,Negative Regulation of Kinase Activity (GO:0033673),3/41,0.0145022909575961,0.2022890311662542,0,0,6.30044747496271,26.672620825524017,GNAQ;HSPB1;IRS2
108,GO_Biological_Process_2025,Protein Maturation (GO:0051604),6/158,0.0146195230105325,0.2022890311662542,0,0,3.170513373597929,13.396679127197944,SRGN;PRSS57;CTSG;AZU1;CALR;OGT
109,GO_Biological_Process_2025,Regulation of Microglial Cell Activation (GO:1903978),2/15,0.0146791531209121,0.2022890311662542,0,0,12.24379652605459,51.68506820621565,GRN;CST7
110,GO_Biological_Process_2025,Defense Response to Protozoan (GO:0042832),2/15,0.0146791531209121,0.2022890311662542,0,0,12.24379652605459,51.68506820621565,NKG7;LYST
111,GO_Biological_Process_2025,Negative Regulation of Macrophage Activation (GO:0043031),2/15,0.0146791531209121,0.2022890311662542,0,0,12.24379652605459,51.68506820621565,GRN;CST7
112,GO_Biological_Process_2025,Negative Regulation of Phagocytosis (GO:0050765),2/15,0.0146791531209121,0.2022890311662542,0,0,12.24379652605459,51.68506820621565,RACK1;PRTN3
113,GO_Biological_Process_2025,Regulation of Catecholamine Secretion (GO:0050433),2/15,0.0146791531209121,0.2022890311662542,0,0,12.24379652605459,51.68506820621565,PRKN;GRK2
114,GO_Biological_Process_2025,Cellular Response to Hypoxia (GO:0071456),4/77,0.0158343807333694,0.2108094205574839,0,0,4.382893417975276,18.16959894930304,RGCC;CITED2;MYC;P4HB
115,GO_Biological_Process_2025,Positive Regulation of Interleukin-6 Production (GO:0032755),4/77,0.0158343807333694,0.2108094205574839,0,0,4.382893417975276,18.16959894930304,C1QTNF4;PYCARD;CYBA;EREG
116,GO_Biological_Process_2025,Positive Regulation of Epithelial Cell Proliferation (GO:0050679),5/118,0.0163846330962711,0.2108094205574839,0,0,3.546505327794834,14.58114239847552,MYDGF;GRN;MYC;NME2;RREB1
117,GO_Biological_Process_2025,Import Into the Mitochondrion (GO:0170036),3/43,0.0164868121131413,0.2108094205574839,0,0,5.984817813765182,24.56884107399545,SLC25A37;PAM16;ROMO1
118,GO_Biological_Process_2025,Mitochondrial Transport (GO:0006839),3/43,0.0164868121131413,0.2108094205574839,0,0,5.984817813765182,24.56884107399545,TIMM13;TOMM7;ROMO1
119,GO_Biological_Process_2025,Negative Regulation of mRNA Catabolic Process (GO:1902373),3/43,0.0164868121131413,0.2108094205574839,0,0,5.984817813765182,24.56884107399545,LARP1;TENT5A;PABPC1
120,GO_Biological_Process_2025,Cellular Response to Decreased Oxygen Levels (GO:0036294),4/78,0.016530928746868,0.2108094205574839,0,0,4.323445396616128,17.73703064744607,RGCC;CITED2;MYC;P4HB
121,GO_Biological_Process_2025,Endoplasmic Reticulum to Cytosol Transport (GO:1903513),2/16,0.016639317727007,0.2108094205574839,0,0,11.368663594470046,46.56589654423718,SEC61B;HSP90B1
122,GO_Biological_Process_2025,Establishment of Protein Localization to Endoplasmic Reticulum (GO:0072599),2/16,0.016639317727007,0.2108094205574839,0,0,11.368663594470046,46.56589654423718,SEC61G;MAN1A1
123,GO_Biological_Process_2025,Protein Localization to Vacuole (GO:0072665),2/16,0.016639317727007,0.2108094205574839,0,0,11.368663594470046,46.56589654423718,MFSD1;LAMTOR4
124,GO_Biological_Process_2025,Positive Regulation of Response to External Stimulus (GO:0032103),6/163,0.0168013594623649,0.2111594857230027,0,0,3.0687584838676,12.53985390793201,PYCARD;GRN;NKG7;EMILIN2;CYBA;EREG
125,GO_Biological_Process_2025,Regulation of Angiogenesis (GO:0045765),7/211,0.0171149358463549,0.2132761536866848,0,0,2.760066166384249,11.227407516754054,MYDGF;GRN;RGCC;HSPB1;EMILIN2;GLUL;RUNX1
126,GO_Biological_Process_2025,RNA Catabolic Process (GO:0006401),4/79,0.0172463936422444,0.2132761536866848,0,0,4.265582655826559,17.31891489638498,RNASET2;RNASE3;RNASE2;SND1
127,GO_Biological_Process_2025,Response to Unfolded Protein (GO:0006986),3/44,0.0175332672526909,0.2132761536866848,0,0,5.838550409795596,23.609084822954024,PRKN;HSP90AB1;HSPB1
