,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
349,GO_Biological_Process_2025,Wound Healing (GO:0042060),3/81,0.0810755857598154,0.3369780556795607,0,0,3.0632201806290875,7.695952905981744,NACA;RNASE3;EREG
350,GO_Biological_Process_2025,Negative Regulation of Cell Migration (GO:0030336),5/184,0.081577167712012,0.3369780556795607,0,0,2.23133052103523,5.592173635484545,SERPINB1;CITED2;EMILIN2;CALR;OGT
351,GO_Biological_Process_2025,Regulation of Erythrocyte Differentiation (GO:0045646),2/38,0.0815826108825163,0.3369780556795607,0,0,4.416218637992832,11.067658386764558,MAPK14;GLUL
352,GO_Biological_Process_2025,Regulation of Peptidyl-Serine Phosphorylation (GO:0033135),2/38,0.0815826108825163,0.3369780556795607,0,0,4.416218637992832,11.067658386764558,RACK1;RNASE3
353,GO_Biological_Process_2025,Inner Mitochondrial Membrane Organization (GO:0007007),2/38,0.0815826108825163,0.3369780556795607,0,0,4.416218637992832,11.067658386764558,TIMM13;ROMO1
354,GO_Biological_Process_2025,Purine Nucleotide Metabolic Process (GO:0006163),2/38,0.0815826108825163,0.3369780556795607,0,0,4.416218637992832,11.067658386764558,DNPH1;FHIT
355,GO_Biological_Process_2025,Protein Localization to Plasma Membrane (GO:0072659),4/132,0.0839832188858281,0.3369780556795607,0,0,2.4926321138211383,6.174594415301676,FYB1;FLNA;PRAM1;HSP90B1
356,GO_Biological_Process_2025,C-terminal Protein Amino Acid Modification (GO:0018410),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,AGTPBP1
357,GO_Biological_Process_2025,Regulation of Dendritic Cell Chemotaxis (GO:2000508),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,CALR
358,GO_Biological_Process_2025,Regulation of Dopamine Metabolic Process (GO:0042053),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,PRKN
359,GO_Biological_Process_2025,Regulation of Extracellular Matrix Constituent Secretion (GO:0003330),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,RGCC
360,GO_Biological_Process_2025,SREBP Signaling Pathway (GO:0032933),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,ERLIN1
361,GO_Biological_Process_2025,Regulation of Mammary Gland Epithelial Cell Proliferation (GO:0033599),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,RREB1
362,GO_Biological_Process_2025,Aldehyde Catabolic Process (GO:0046185),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,ALDH3B1
363,GO_Biological_Process_2025,Amino-Acid Betaine Transport (GO:0015838),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,SLC22A4
364,GO_Biological_Process_2025,Angiotensin Maturation (GO:0002003),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,CTSG
365,GO_Biological_Process_2025,Antigen Processing and Presentation of Exogenous Peptide Antigen via MHC Class I (GO:0042590),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,HLA-A
366,GO_Biological_Process_2025,"Blood Coagulation, Intrinsic Pathway (GO:0007597)",1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,FLNA
367,GO_Biological_Process_2025,Regulation of Protein Localization to Nucleolus (GO:1904749),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,GLUL
368,GO_Biological_Process_2025,Regulation of Skeletal Muscle Fiber Development (GO:0048742),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,NACA
369,GO_Biological_Process_2025,cyclic-GMP-AMP Transmembrane Import Across Plasma Membrane (GO:0140361),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,SHOC2
370,GO_Biological_Process_2025,siRNA Processing (GO:0030422),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,SND1
371,GO_Biological_Process_2025,Spleen Development (GO:0048536),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,CITED2
372,GO_Biological_Process_2025,Ganglioside Catabolic Process (GO:0006689),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,HEXA
373,GO_Biological_Process_2025,Glyceraldehyde-3-Phosphate Metabolic Process (GO:0019682),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,TKT
374,GO_Biological_Process_2025,Macropinocytosis (GO:0044351),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,PYCARD
375,GO_Biological_Process_2025,Mitochondrial Proton-Transporting ATP Synthase Complex Assembly (GO:0033615),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,ATP5F1D
376,GO_Biological_Process_2025,Negative Regulation of B Cell Apoptotic Process (GO:0002903),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,IRS2
377,GO_Biological_Process_2025,Negative Regulation of Hematopoietic Progenitor Cell Differentiation (GO:1901533),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,MYB
378,GO_Biological_Process_2025,Negative Regulation of Microglial Cell Activation (GO:1903979),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,GRN
379,GO_Biological_Process_2025,Negative Regulation of Stress-Activated Protein Kinase Signaling Cascade (GO:0070303),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,MYC
380,GO_Biological_Process_2025,Negative Regulation of Transcription Regulatory Region DNA Binding (GO:2000678),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,ZNF593
381,GO_Biological_Process_2025,Negative Regulation of Vasoconstriction (GO:0045906),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,DOCK5
382,GO_Biological_Process_2025,Osmosensory Signaling Pathway (GO:0007231),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,PYCARD
383,GO_Biological_Process_2025,Peptide Transport (GO:0015833),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,MFSD1
384,GO_Biological_Process_2025,Positive Regulation of Cyclin-Dependent Protein Kinase Activity (GO:1904031),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,RGCC
385,GO_Biological_Process_2025,Positive Regulation of Dendritic Cell Chemotaxis (GO:2000510),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,CALR
386,GO_Biological_Process_2025,+ Reg of Mt Outer Membrane Permeabilization Inv in Apoptotic Sgnlng Pway (GO:1901030),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,CHCHD10
387,GO_Biological_Process_2025,Positive Regulation of Myotube Differentiation (GO:0010831),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,MAPK14
388,GO_Biological_Process_2025,Positive Regulation of Neurotransmitter Transport (GO:0051590),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,PRKN
389,GO_Biological_Process_2025,Proton-Transporting ATP Synthase Complex Assembly (GO:0043461),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,ATP5F1D
390,GO_Biological_Process_2025,"Regulation of CD8-positive, Alpha-Beta T Cell Differentiation (GO:0043376)",1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,RUNX1
391,GO_Biological_Process_2025,Regulation of Angiotensin Levels in Blood (GO:0002002),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,CTSG
392,GO_Biological_Process_2025,Regulation of Carbohydrate Biosynthetic Process (GO:0043255),1/7,0.0842981386900492,0.3369780556795607,0,0,13.21552878179384,32.68722933726048,OGT
393,GO_Biological_Process_2025,Negative Regulation of Multicellular Organismal Process (GO:0051241),6/243,0.0852261212070829,0.3384318261373239,0,0,2.0245901639344264,4.985446593309582,SRGN;GRN;RGCC;CALR;RAB11FIP3;OGT
394,GO_Biological_Process_2025,Positive Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001244),2/39,0.0853080860282497,0.3384318261373239,0,0,4.296643417611159,10.576127764687332,MYC;RACK1
395,GO_Biological_Process_2025,Positive Regulation of Lymphocyte Differentiation (GO:0045621),2/39,0.0853080860282497,0.3384318261373239,0,0,4.296643417611159,10.576127764687332,INPP5D;ARID1B
396,GO_Biological_Process_2025,Regulation of Protein Kinase Activity (GO:0045859),3/83,0.0857803661137818,0.3385953647355558,0,0,2.986336032388664,7.334337167525565,GNAQ;HSPB1;EREG
397,GO_Biological_Process_2025,Negative Regulation of Protein Phosphorylation (GO:0001933),3/83,0.0857803661137818,0.3385953647355558,0,0,2.986336032388664,7.334337167525565,GNAQ;RACK1;HSPB1
398,GO_Biological_Process_2025,Small GTPase-mediated Signal Transduction (GO:0007264),5/188,0.0874944256620526,0.3426440448345477,0,0,2.1821121891379502,5.316018497065402,RASGEF1B;ARHGEF18;RGL4;RASGRP2;SOS2
399,GO_Biological_Process_2025,Macromolecule Modification (GO:0043412),3/84,0.0881754850365343,0.3426440448345477,0,0,2.949317738791423,7.1622007699410215,SERP1;MAN2B1;UBA52
400,GO_Biological_Process_2025,+ Reg of Transmembrane Receptor Prot Serine/Threonine Kinase Sgnlng Pway (GO:0090100),3/84,0.0881754850365343,0.3426440448345477,0,0,2.949317738791423,7.1622007699410215,ZEB2;HSP90AB1;CITED2
401,GO_Biological_Process_2025,Macromolecule Biosynthetic Process (GO:0009059),5/189,0.0890080027867334,0.3426440448345477,0,0,2.170141969831411,5.249636346857178,EEF1G;NACA;RRBP1;FAU;UBA52
402,GO_Biological_Process_2025,Regulation of Potassium Ion Transmembrane Transport (GO:1901379),2/40,0.0890840959925799,0.3426440448345477,0,0,4.183361629881155,10.116098236069096,FLNA;KCNAB2
403,GO_Biological_Process_2025,Regulation of Protein Targeting to Mitochondrion (GO:1903214),2/40,0.0890840959925799,0.3426440448345477,0,0,4.183361629881155,10.116098236069096,PRKN;TOMM7
404,GO_Biological_Process_2025,Female Gamete Generation (GO:0007292),2/40,0.0890840959925799,0.3426440448345477,0,0,4.183361629881155,10.116098236069096,DIAPH2;EREG
405,GO_Biological_Process_2025,Negative Regulation of Protein Secretion (GO:0050709),2/40,0.0890840959925799,0.3426440448345477,0,0,4.183361629881155,10.116098236069096,PRKN;RAB11FIP3
406,GO_Biological_Process_2025,Positive Regulation of Viral Process (GO:0048524),2/40,0.0890840959925799,0.3426440448345477,0,0,4.183361629881155,10.116098236069096,LARP1;PABPC1
407,GO_Biological_Process_2025,Positive Regulation of RNA Biosynthetic Process (GO:1902680),11/555,0.089837315821376,0.3426440448345477,0,0,1.6249230863893676,3.915666282324774,NFE2;TOP2B;CITED2;MYC;MYB;NME2;TRERF1;OGT;RREB1;ARID1B;RUNX1
408,GO_Biological_Process_2025,Cell Morphogenesis Involved in Neuron Differentiation (GO:0048667),3/85,0.0905985926262844,0.3426440448345477,0,0,2.913202330403871,6.99552111509946,NTNG2;APLP2;S100A6
409,GO_Biological_Process_2025,Regulation of Cell Division (GO:0051302),3/85,0.0905985926262844,0.3426440448345477,0,0,2.913202330403871,6.99552111509946,MYC;RACK1;RAB11FIP3
410,GO_Biological_Process_2025,Establishment of Protein Localization to Plasma Membrane (GO:0061951),2/41,0.0929088076016026,0.3426440448345477,0,0,4.075889164598842,9.68487036030278,RAB11FIP3;VAMP5
411,GO_Biological_Process_2025,Positive Regulation of Myoblast Differentiation (GO:0045663),2/41,0.0929088076016026,0.3426440448345477,0,0,4.075889164598842,9.68487036030278,MAPK14;ARID1B
412,GO_Biological_Process_2025,Integrin-Mediated Signaling Pathway (GO:0007229),3/86,0.0930493111611172,0.3426440448345477,0,0,2.877957172820838,6.834071062657633,FYB1;NME2;PRAM1
413,GO_Biological_Process_2025,AMP Biosynthetic Process (GO:0006167),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,APRT
414,GO_Biological_Process_2025,C21-steroid Hormone Biosynthetic Process (GO:0006700),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,TSPO
415,GO_Biological_Process_2025,Regulation of Epidermis Development (GO:0045682),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,NME2
416,GO_Biological_Process_2025,T Cell Mediated Cytotoxicity (GO:0001913),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,HLA-A
417,GO_Biological_Process_2025,Autophagosome-Lysosome Fusion (GO:0061909),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,TOM1
418,GO_Biological_Process_2025,Biogenic Amine Catabolic Process (GO:0042402),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,COMT
419,GO_Biological_Process_2025,Cellular Response to Sterol Depletion (GO:0071501),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,ERLIN1
420,GO_Biological_Process_2025,Cytochrome Complex Assembly (GO:0017004),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,CYBA
421,GO_Biological_Process_2025,Detection of Visible Light (GO:0009584),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,GNAQ
422,GO_Biological_Process_2025,Endosome to Melanosome Transport (GO:0035646),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,RAB32
423,GO_Biological_Process_2025,Endosome to Pigment Granule Transport (GO:0043485),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,RAB32
424,GO_Biological_Process_2025,Guanine Nucleotide Transmembrane Transport (GO:1903790),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,SHOC2
425,GO_Biological_Process_2025,Interleukin-12-Mediated Signaling Pathway (GO:0035722),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,P4HB
426,GO_Biological_Process_2025,Lipid Phosphorylation (GO:0046834),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,DGKG
427,GO_Biological_Process_2025,Maintenance of Synapse Structure (GO:0099558),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,CHCHD10
428,GO_Biological_Process_2025,Monocyte Activation (GO:0042117),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,AZU1
429,GO_Biological_Process_2025,Negative Regulation of Alpha-Beta T Cell Differentiation (GO:0046639),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,RUNX1
430,GO_Biological_Process_2025,- Reg of Oxidative Stress-Induced Neuron Intrinsic Apoptotic Sgnlng Pway (GO:1903377),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,PRKN
431,GO_Biological_Process_2025,Positive Regulation by Host of Viral Genome Replication (GO:0044829),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,PPIB
432,GO_Biological_Process_2025,Positive Regulation of Adaptive Immune Response (GO:0002821),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,PYCARD
433,GO_Biological_Process_2025,Positive Regulation of Fatty Acid Beta-Oxidation (GO:0032000),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,IRS2
434,GO_Biological_Process_2025,Positive Regulation of Myoblast Fusion (GO:1901741),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,MAPK14
435,GO_Biological_Process_2025,Positive Regulation of Vascular Associated Smooth Muscle Cell Migration (GO:1904754),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,DOCK5
436,GO_Biological_Process_2025,Protein Catabolic Process in the Vacuole (GO:0007039),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,CST7
437,GO_Biological_Process_2025,protein-DNA Complex Organization (GO:0071824),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,MYC
438,GO_Biological_Process_2025,Reactive Oxygen Species Biosynthetic Process (GO:1903409),1/8,0.0957483995431995,0.3426440448345477,0,0,11.327022375215146,26.57354977580402,CYBA
439,GO_Biological_Process_2025,Proteasomal Protein Catabolic Process (GO:0010498),8/372,0.0961608434694639,0.3433379206602906,0,0,1.760603033330306,4.1228622876861,PRKN;HSPA5;CANX;ERLIN1;MAN1A1;CALR;SEC61B;HSP90B1
440,GO_Biological_Process_2025,Keratinocyte Differentiation (GO:0030216),2/42,0.0967804252629394,0.3438809853739603,0,0,3.973790322580645,9.280034358531104,CSTA;EREG
441,GO_Biological_Process_2025,Protein Destabilization (GO:0031648),2/42,0.0967804252629394,0.3438809853739603,0,0,3.973790322580645,9.280034358531104,PRKN;SERF2
442,GO_Biological_Process_2025,Negative Regulation of Cell Motility (GO:2000146),4/139,0.0969696222283032,0.3438809853739603,0,0,2.362541403191809,5.512653755193997,SERPINB1;CITED2;EMILIN2;OGT
443,GO_Biological_Process_2025,Positive Regulation of Gene Expression (GO:0010628),9/436,0.0977799191319624,0.3453276194580663,0,0,1.6899433469054583,3.929179202107702,PRKN;LARP1;RGCC;CITED2;MYC;EIF3E;MAPK14;OGT;EREG
444,GO_Biological_Process_2025,Regulation of Endothelial Cell Migration (GO:0010594),3/88,0.0980320528528899,0.3453276194580663,0,0,2.809954751131221,6.526009713922858,GRN;CALR;GLUL
445,GO_Biological_Process_2025,Positive Regulation of Apoptotic Process (GO:0043065),7/313,0.098801491784804,0.3453276194580663,0,0,1.8304419161354528,4.236818790711495,PYCARD;GRN;RGCC;RACK1;EMILIN2;MNDA;CTSD
446,GO_Biological_Process_2025,Regulation of Epithelial Cell Migration (GO:0010632),2/43,0.100697190315599,0.3453276194580663,0,0,3.876671911880409,8.899432955483794,DOCK5;RREB1
447,GO_Biological_Process_2025,Regulation of Chemokine Production (GO:0032642),2/43,0.100697190315599,0.3453276194580663,0,0,3.876671911880409,8.899432955483794,PYCARD;ELANE
448,GO_Biological_Process_2025,Mitochondrial Respiratory Chain Complex Assembly (GO:0033108),3/90,0.1031206221655462,0.3453276194580663,0,0,2.745078877565266,6.236423608156396,COX14;ATP5F1D;HIGD2A
449,GO_Biological_Process_2025,Regulation of Cell Population Proliferation (GO:0042127),14/769,0.1033053309946564,0.3453276194580663,0,0,1.4924795150970929,3.3880274465875946,CSF3R;CLEC11A;IRS2;RNASE3;RUNX1;EREG;CCND2;RGCC;MYC;TSPO;EMILIN2;PRTN3;IGFBP7;CALR
450,GO_Biological_Process_2025,Substantia Nigra Development (GO:0021762),2/44,0.1046573804873324,0.3453276194580663,0,0,3.784178187403994,8.541129734456177,HSPA5;COX6B1
451,GO_Biological_Process_2025,Negative Regulation of Organelle Organization (GO:0010639),2/44,0.1046573804873324,0.3453276194580663,0,0,3.784178187403994,8.541129734456177,PRKN;VAT1
452,GO_Biological_Process_2025,Positive Regulation of Cell Cycle G1/S Phase Transition (GO:1902808),2/44,0.1046573804873324,0.3453276194580663,0,0,3.784178187403994,8.541129734456177,CCND2;RGCC
453,GO_Biological_Process_2025,Positive Regulation of Wound Healing (GO:0090303),2/44,0.1046573804873324,0.3453276194580663,0,0,3.784178187403994,8.541129734456177,EMILIN2;RREB1
454,GO_Biological_Process_2025,Gene Expression (GO:0010467),8/381,0.1064049398931435,0.3453276194580663,0,0,1.7173243524693682,3.847670836949818,NACA;CTSG;PRSS57;RRBP1;AZU1;CALR;FAU;UBA52
455,GO_Biological_Process_2025,Golgi Lumen Acidification (GO:0061795),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,RNASEK
456,GO_Biological_Process_2025,Regulation of Inflammatory Response to Wounding (GO:0106014),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,GRN
457,GO_Biological_Process_2025,SNARE Complex Assembly (GO:0035493),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,VAMP8
458,GO_Biological_Process_2025,Regulation of Lysosome Organization (GO:1905671),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,GRN
459,GO_Biological_Process_2025,Regulation of Melanin Biosynthetic Process (GO:0048021),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,ZEB2
460,GO_Biological_Process_2025,Aminoglycan Metabolic Process (GO:0006022),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,HEXA
461,GO_Biological_Process_2025,Regulation of Receptor Binding (GO:1900120),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,ATP2A3
462,GO_Biological_Process_2025,Regulation of Sterol Biosynthetic Process (GO:0106118),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,ERLIN1
463,GO_Biological_Process_2025,"Regulation of Wound Healing, Spreading of Epidermal Cells (GO:1903689)",1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,RREB1
464,GO_Biological_Process_2025,Response to Prostaglandin (GO:0034694),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,GNAQ
465,GO_Biological_Process_2025,Desensitization of G Protein-Coupled Receptor Signaling Pathway (GO:0002029),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,GRK2
466,GO_Biological_Process_2025,Insulin Metabolic Process (GO:1901142),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,P4HB
467,GO_Biological_Process_2025,Lipoprotein Catabolic Process (GO:0042159),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,CTSD
468,GO_Biological_Process_2025,Mitochondrial Respirasome Assembly (GO:0097250),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,HIGD2A
469,GO_Biological_Process_2025,Negative Regulation of PERK-mediated Unfolded Protein Response (GO:1903898),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,HSPA5
470,GO_Biological_Process_2025,Negative Regulation of Bone Resorption (GO:0045779),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,INPP5D
471,GO_Biological_Process_2025,Negative Regulation of Hormone Secretion (GO:0046888),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,RAB11FIP3
472,GO_Biological_Process_2025,Negative Regulation of Lymphocyte Apoptotic Process (GO:0070229),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,IRS2
473,GO_Biological_Process_2025,Negative Regulation of Peptidyl-Serine Phosphorylation (GO:0033137),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,RACK1
474,GO_Biological_Process_2025,Negative Regulation of Receptor Binding (GO:1900121),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,ATP2A3
475,GO_Biological_Process_2025,Negative Regulation of Striated Muscle Cell Apoptotic Process (GO:0010664),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,NACA
476,GO_Biological_Process_2025,Negative Regulation of Transcription by RNA Polymerase I (GO:0016479),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,FLNA
477,GO_Biological_Process_2025,"Phototransduction, Visible Light (GO:0007603)",1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,GNAQ
478,GO_Biological_Process_2025,Positive Regulation of Cyclase Activity (GO:0031281),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,MAPK14
479,GO_Biological_Process_2025,Positive Regulation of Mesenchymal Cell Proliferation (GO:0002053),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,MYC
480,GO_Biological_Process_2025,Positive Regulation of Mitochondrial Membrane Permeability (GO:0035794),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,CHCHD10
481,GO_Biological_Process_2025,Positive Regulation of Skeletal Muscle Tissue Development (GO:0048643),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,NACA
482,GO_Biological_Process_2025,Regulation of B Cell Apoptotic Process (GO:0002902),1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,IRS2
483,GO_Biological_Process_2025,"Regulation of CD8-positive, Alpha-Beta T Cell Activation (GO:2001185)",1/9,0.1070560488411619,0.3453276194580663,0,0,9.910642570281125,22.14436711955613,HLA-A
484,GO_Biological_Process_2025,Regulation of Cell Differentiation (GO:0045595),5/201,0.108215311222822,0.3453276194580663,0,0,2.036026655560183,4.527374867178098,HSP90AB1;CEBPD;RNASE3;ARID1B;RUNX1
485,GO_Biological_Process_2025,Positive Regulation of Cell Adhesion (GO:0045785),3/92,0.1083118862215171,0.3453276194580663,0,0,2.68311877359778,5.963876437742324,CITED2;AZU1;P4HB
486,GO_Biological_Process_2025,Cellular Response to Ketone (GO:1901655),2/45,0.108659309107876,0.3453276194580663,0,0,3.695986496624156,8.203382092997426,LARP1;TRERF1
487,GO_Biological_Process_2025,Positive Regulation of Protein Metabolic Process (GO:0051247),5/202,0.1099010370368692,0.3453276194580663,0,0,2.0255879001346733,4.4728525237663925,PRKN;SLC25A37;LARP1;EIF3E;OGT
488,GO_Biological_Process_2025,Inflammatory Response (GO:0006954),6/261,0.1100081874619284,0.3453276194580663,0,0,1.8799421407907424,4.149409203961849,PYCARD;PRDX5;CYBA;AZU1;LYZ;ELANE
489,GO_Biological_Process_2025,Negative Regulation of Wnt Signaling Pathway (GO:0030178),4/146,0.1108352825475993,0.3453276194580663,0,0,2.245276537272415,4.938957523062888,PRKN;IGFBP2;RACK1;PFDN5
490,GO_Biological_Process_2025,Regulation of Cell Cycle Process (GO:0010564),4/146,0.1108352825475993,0.3453276194580663,0,0,2.245276537272415,4.938957523062888,MYC;RAB11FIP3;ARID1B;SND1
491,GO_Biological_Process_2025,Regulation of Transport (GO:0051049),2/46,0.1127013246325123,0.3453276194580663,0,0,3.611803519061584,7.884618024395342,PRKN;RAB11FIP3
492,GO_Biological_Process_2025,Macromolecule Catabolic Process (GO:0009057),2/46,0.1127013246325123,0.3453276194580663,0,0,3.611803519061584,7.884618024395342,DENND3;ELANE
493,GO_Biological_Process_2025,Positive Regulation of Metabolic Process (GO:0009893),4/147,0.1128850158771921,0.3453276194580663,0,0,2.2294615953152537,4.863315279190444,PLAC8;ROMO1;MAPK14;OGT
494,GO_Biological_Process_2025,Positive Regulation of Phosphorylation (GO:0042327),3/94,0.1136026744514993,0.3453276194580663,0,0,2.62388219068381,5.707070315271593,MYDGF;RACK1;EREG
495,GO_Biological_Process_2025,Cellular Response to Radiation (GO:0071478),2/47,0.1167818099977676,0.3453276194580663,0,0,3.531362007168459,7.583416127850762,RGL4;MAPK14
496,GO_Biological_Process_2025,Chromosome Organization (GO:0051276),2/47,0.1167818099977676,0.3453276194580663,0,0,3.531362007168459,7.583416127850762,TOP2B;MYC
497,GO_Biological_Process_2025,Intracellular Glucose Homeostasis (GO:0001678),2/47,0.1167818099977676,0.3453276194580663,0,0,3.531362007168459,7.583416127850762,RACK1;OGT
